symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
NBP,430310751468.12,202.56,203.25,204.5,202.0,202.26,-0.3,-0.15,1388652.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
AHCL,68399212363.399994,16.22,16.35,16.45,16.13,16.22,0.0,0.0,1398256.0,Arif Habib Corporation Limited,FERTILIZER,2026-08-24T11:04:28+00:00
NPL,23773501890.0,67.3,67.89,67.89,66.17,67.14,-0.16,-0.24,1106055.0,Nishat Power Limited,POWER GENERATION,2026-08-24T11:04:28+00:00
FFL,40369809486.78,16.11,16.15,16.3,16.0,16.02,-0.09,-0.56,1865822.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
HBL,464420172557.88,316.72,317.06,319.48,315.22,316.61,-0.11,-0.03,839847.0,Habib Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
YOUW,885891850.0,5.18,5.18,5.23,5.12,5.14,-0.04,-0.77,1259491.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-08-24T11:04:28+00:00
NML,50623346115.03999,143.55,144.94,145.74,143.59,143.98,0.43,0.3,809643.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-08-24T11:04:28+00:00
UBL,1114114781497.5,446.43,448.16,452.0,441.77,444.89,-1.54,-0.34,1153839.0,United Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
ENGROH,317375342018.7,267.66,265.1,266.3,262.9,263.55,-4.11,-1.54,1386071.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-08-24T11:04:28+00:00
LUCK,644643950000.0,440.41,441.16,445.0,437.0,440.03,-0.38,-0.09,1046999.0,Lucky Cement Limited,CEMENT,2026-08-24T11:04:28+00:00
SEARL,51639710016.100006,87.67,88.02,89.76,87.6,87.79,0.12,0.14,1952641.0,The Searle Company Limited,PHARMA,2026-08-24T11:04:28+00:00
POWER,29591707776.03,21.77,21.99,23.25,21.87,22.93,1.16,5.33,3154214.0,Power Cement Limited,CEMENT,2026-08-24T11:04:28+00:00
SYS,186400395071.85,128.81,129.7,130.02,126.33,126.51,-2.3,-1.79,1783999.0,Systems Limited,TECH & COMMUNICATION,2026-08-24T11:04:28+00:00
FFC,784023043835.4601,544.24,547.0,550.5,543.5,544.83,0.59,0.11,619873.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-08-24T11:04:28+00:00
MEBL,1018840977382.3999,569.92,571.63,572.63,562.1,563.8,-6.12,-1.07,807579.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
AICL,30509500000.0,86.25,86.5,88.88,85.01,87.17,0.92,1.07,717091.0,Adamjee Insurance Company Limited,INSURANCE,2026-08-24T11:04:28+00:00
GAL,35165982300.0,615.33,619.89,625.0,612.0,616.92,1.59,0.26,257212.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
FATIMA,331947000000.0,159.49,160.5,160.55,156.9,158.07,-1.42,-0.89,639360.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-08-24T11:04:28+00:00
HUMNL,11578140000.000002,10.44,10.44,10.45,10.19,10.21,-0.23,-2.2,905903.0,Hum Network Limited,TECH & COMMUNICATION,2026-08-24T11:04:28+00:00
EFERT,244052666768.75,184.01,182.01,184.55,182.01,182.77,-1.24,-0.67,825270.0,Engro Fertilizers Limited,FERTILIZER,2026-08-24T11:04:28+00:00
AIRLINK,51926518876.47,131.87,132.08,133.0,131.01,131.37,-0.5,-0.38,841372.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-08-24T11:04:28+00:00
ATRL,117833345662.5,1117.47,1133.0,1164.0,1090.1,1105.21,-12.26,-1.1,859756.0,Attock Refinery Limited,REFINERY,2026-08-24T11:04:28+00:00
CPHL,17196274524.0,73.4,73.99,77.7,73.82,75.27,1.87,2.55,4064847.0,Citi Pharma Ltd.,PHARMA,2026-08-24T11:04:28+00:00
KAPCO,24647090384.0,27.93,28.19,28.19,27.92,28.0,0.07,0.25,569389.0,Kot Addu Power Company Limited,POWER GENERATION,2026-08-24T11:04:28+00:00
FABL,146548776550.56,96.07,97.0,97.21,95.8,96.56,0.49,0.51,518533.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
KTML,54694719513.6,40.21,40.28,41.4,40.0,40.62,0.41,1.02,684406.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-08-24T11:04:28+00:00
JVDC,55049569009.38,145.26,146.58,146.9,142.25,144.54,-0.72,-0.5,427682.0,Javedan Corporation Limited,PROPERTY,2026-08-24T11:04:28+00:00
MARI,806650232850.0,675.06,677.99,679.0,670.21,671.86,-3.2,-0.47,434866.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-08-24T11:04:28+00:00
ILP,140731630587.2,100.04,100.5,101.8,99.8,100.4,0.36,0.36,370510.0,Interloop Limited,TEXTILE COMPOSITE,2026-08-24T11:04:28+00:00
HCAR,32626944000.0,228.2,228.51,231.7,228.0,228.48,0.28,0.12,105318.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
ISL,39732900000.0,90.86,91.5,91.6,90.75,91.34,0.48,0.53,466149.0,International Steels Limited,ENGINEERING,2026-08-24T11:04:28+00:00
KOHC,89650768417.2,96.02,96.99,98.0,96.0,97.52,1.5,1.56,660485.0,Kohat Cement Company Limited,CEMENT,2026-08-24T11:04:28+00:00
BAHL,187786438794.24002,170.25,171.9,173.0,168.05,168.96,-1.29,-0.76,528634.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
DCR,87502595000.0,39.17,39.2,39.45,38.81,39.35,0.18,0.46,409525.0,Dolmen City REIT,REIT,2026-08-24T11:04:28+00:00
GHGL,42097991828.18,40.94,40.94,43.1,40.9,42.11,1.17,2.86,1197718.0,Ghani Glass Limited,GLASS & CERAMICS,2026-08-24T11:04:28+00:00
PIOC,60934935210.18,266.81,267.94,270.0,265.02,268.26,1.45,0.54,60166.0,Pioneer Cement Limited,CEMENT,2026-08-24T11:04:28+00:00
GHNI,54452824366.68,1280.73,1290.0,1298.0,1273.0,1277.97,-2.76,-0.22,56812.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
HMB,108565819642.8,105.73,105.7,106.5,102.16,103.61,-2.12,-2.0,285091.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
AGP,48426000000.0,177.94,179.0,179.45,172.22,172.95,-4.99,-2.8,833596.0,AGP Limited,PHARMA,2026-08-24T11:04:28+00:00
MCB,474995751604.92,405.24,406.0,406.17,399.55,400.82,-4.42,-1.09,266496.0,MCB Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
CHCC,59652462566.759995,304.4,305.0,311.88,303.11,307.02,2.62,0.86,176659.0,Cherat Cement Company Limited,CEMENT,2026-08-24T11:04:28+00:00
MEHT,4319400000.0,146.37,147.98,149.0,143.01,143.98,-2.39,-1.63,86618.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-08-24T11:04:28+00:00
MTL,119414284598.44,299.05,300.0,302.0,299.0,299.26,0.21,0.07,97371.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
POL,204208200368.63998,717.8,724.99,726.0,715.0,719.41,1.61,0.22,530713.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-08-24T11:04:28+00:00
INIL,23072731407.0,177.63,178.98,178.99,174.1,174.95,-2.68,-1.51,157805.0,International Industries Limited,ENGINEERING,2026-08-24T11:04:28+00:00
GLAXO,108594157125.22,345.96,347.96,347.96,340.8,340.99,-4.97,-1.44,173738.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-08-24T11:04:28+00:00
SAZEW,112519551941.89,1869.5,1865.0,1868.5,1850.05,1861.49,-8.01,-0.43,60876.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
HGFA,4190130000.0,14.74,14.9,14.98,14.75,14.78,0.04,0.27,22800.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-08-24T11:04:28+00:00
TGL,30983207152.48,180.21,180.21,186.0,179.8,179.96,-0.25,-0.14,201887.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-08-24T11:04:28+00:00
NATF,86462446225.0,375.1,377.0,377.0,370.0,370.9,-4.2,-1.12,152358.0,National Foods Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
LCI,103298979472.5,224.2,224.99,225.5,223.11,223.69,-0.51,-0.23,43674.0,Lucky Core Industries Limited,CHEMICAL,2026-08-24T11:04:28+00:00
PGLC,863270869.5,19.39,19.39,21.33,17.45,17.45,-1.94,-10.0,746517.0,Pak-Gulf Leasing Company Limited,LEASING,2026-08-24T11:04:28+00:00
INDU,153286506000.0,1957.46,1957.0,1975.0,1944.0,1950.21,-7.25,-0.37,56183.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
ABL,201212373407.6,175.79,175.8,177.0,175.0,175.72,-0.07,-0.04,32120.0,Allied Bank Limited,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
GADT,8824273320.06,319.24,317.06,319.98,314.05,314.82,-4.42,-1.38,9151.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-08-24T11:04:28+00:00
APL,69992709120.0,560.95,562.11,570.0,560.0,562.57,1.62,0.29,109442.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-08-24T11:04:28+00:00
PABC,36890819228.64,101.46,102.44,102.5,99.6,102.16,0.7,0.69,20238.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-08-24T11:04:28+00:00
SHFA,31212101606.25,492.58,495.0,499.98,491.0,493.75,1.17,0.24,4784.0,Shifa International Hospitals Limited,MISC.,2026-08-24T11:04:28+00:00
HALEON,84582416935.72,730.14,732.9,732.9,718.2,722.59,-7.55,-1.03,37193.0,Haleon Pakistan Limited,PHARMA,2026-08-24T11:04:28+00:00
FHAM,3647431754.9999995,32.63,32.7,34.5,32.63,32.91,0.28,0.86,192802.0,First Habib Modaraba,MODARABAS,2026-08-24T11:04:28+00:00
ABOT,89214587206.56,910.11,910.11,919.0,906.0,911.28,1.17,0.13,15074.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-08-24T11:04:28+00:00
SSOM,2659334832.0,459.22,461.5,475.0,460.0,469.98,10.76,2.34,21939.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-08-24T11:04:28+00:00
HINOON,51666731305.2,987.43,990.0,993.5,971.0,975.15,-12.28,-1.24,6311.0,Highnoon Laboratories Limited,PHARMA,2026-08-24T11:04:28+00:00
BWCL,290255854764.4,492.56,490.0,498.9,470.02,486.8,-5.76,-1.17,40281.0,Bestway Cement Limited,CEMENT,2026-08-24T11:04:28+00:00
SRVI,101112401250.0,224.93,224.95,224.95,212.26,215.19,-9.74,-4.33,359000.0,Service Industries Limited,LEATHER & TANNERIES,2026-08-24T11:04:28+00:00
MUREB,25861622076.66,927.0,940.0,959.9,925.01,934.86,7.86,0.85,9401.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
SCBPL,256686086892.3,66.31,65.12,66.99,65.12,66.3,-0.01,-0.01,26970.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-08-24T11:04:28+00:00
THALL,43098192253.96,521.12,522.01,540.0,520.0,531.88,10.76,2.07,27373.0,Thal Limited,AUTO PARTS,2026-08-24T11:04:28+00:00
PAKT,352594207649.6,1379.99,1361.1,1408.0,1361.1,1380.05,0.06,0.0,970.0,Pakistan Tobacco Company Limited,TOBACCO,2026-08-24T11:04:28+00:00
BNWM,655741125.0,69.9,70.0,70.0,66.97,68.98,-0.92,-1.32,2049.0,Bannu Woollen Mills Limited,WOOLLEN,2026-08-24T11:04:28+00:00
COLG,295285150194.39996,1215.3,1217.5,1224.98,1215.0,1216.3,1.0,0.08,22315.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
PKGS,71283729620.16,803.73,795.01,803.0,795.0,797.54,-6.19,-0.77,714.0,Packages Limited,PAPER & PACKAGING,2026-08-24T11:04:28+00:00
ATLH,198476170273.8,1603.25,1602.0,1603.25,1595.05,1599.48,-3.77,-0.23,1411.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-08-24T11:04:28+00:00
IBFL,82349560143.95,265.12,261.0,279.98,241.01,265.21,0.09,0.03,1382.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-08-24T11:04:28+00:00
PSEL,29618533505.0,916.54,903.55,920.95,903.55,910.66,-5.88,-0.64,125.0,Pakistan Services Limited,MISC.,2026-08-24T11:04:28+00:00
JDWS,52552495312.380005,903.93,886.8,925.0,886.8,909.58,5.65,0.63,102.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-08-24T11:04:28+00:00
NESTLE,340978533641.76,7520.0,7520.0,7522.0,7481.12,7518.89,-1.11,-0.01,176.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
RMPL,85089411360.0,9301.07,9301.07,9387.9,9212.4,9212.4,-88.67,-0.95,81.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
UPFL,160331124740.68002,25222.8,25022.0,25200.0,25022.0,25169.99,-52.81,-0.21,13.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-08-24T11:04:28+00:00
