symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
DGKC,83277677957.76001,198.04,197.5,197.93,189.25,190.08,-7.96,-4.02,4289429.0,D.G. Khan Cement Company Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PSO,160705405323.0,352.79,351.51,352.94,341.62,342.31,-10.48,-2.97,1667350.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
OGDC,1358749300128.0,322.18,322.0,322.0,314.7,315.92,-6.26,-1.94,2261016.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PSX,37461016284.0,47.96,48.0,48.82,46.52,46.74,-1.22,-2.54,3152176.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
BAFL,173519706392.38,55.7,55.52,55.66,54.98,55.01,-0.69,-1.24,4176942.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
TRG,27793108288.4,51.68,51.68,52.1,50.2,50.96,-0.72,-1.39,3086500.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PTC,242894640000.0,65.34,64.3,65.9,63.42,64.36,-0.98,-1.5,2784406.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
AKBL,151060456345.61002,108.25,108.35,108.35,103.52,104.23,-4.02,-3.71,1671286.0,Askari Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
FFL,36967859249.13,15.0,15.0,15.05,14.6,14.67,-0.33,-2.2,1372802.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SNGP,58620646345.950005,95.35,95.35,95.35,92.0,92.43,-2.92,-3.06,1266208.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
AHCL,62959324327.1,15.38,15.25,15.43,14.85,14.93,-0.45,-2.93,1600984.0,Arif Habib Corporation Limited,FERTILIZER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
NBP,383462918246.88,181.59,181.13,181.59,179.65,180.24,-1.35,-0.74,1874090.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
NPL,22413802050.0,65.86,65.88,67.4,62.2,63.3,-2.56,-3.89,2336548.0,Nishat Power Limited,POWER GENERATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HBL,447668716916.52,308.51,308.51,311.5,304.0,305.19,-3.32,-1.08,499408.0,Habib Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
AICL,32067000000.0,92.91,93.0,93.8,89.5,91.62,-1.29,-1.39,370940.0,Adamjee Insurance Company Limited,INSURANCE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
POWER,28598004549.36,22.4,22.23,22.5,22.0,22.16,-0.24,-1.07,672914.0,Power Cement Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SYS,181331883815.44998,124.75,124.75,124.8,122.6,123.07,-1.68,-1.35,1096504.0,Systems Limited,TECH & COMMUNICATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
NML,46340859966.4,136.69,135.75,136.95,131.17,131.8,-4.89,-3.58,1247555.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SEARL,46498679539.5,81.04,81.1,81.72,78.8,79.05,-1.99,-2.46,1525343.0,The Searle Company Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
UBL,1058044674375.0,426.07,426.07,429.4,420.65,422.5,-3.57,-0.84,1989041.0,United Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
CPHL,16051683912.000002,70.55,70.31,71.5,70.01,70.26,-0.29,-0.41,622973.0,Citi Pharma Ltd.,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ENGROH,318182177454.68005,267.14,267.14,267.3,263.5,264.22,-2.92,-1.09,1691087.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
LUCK,597763950000.0,415.36,415.36,416.0,404.99,408.03,-7.33,-1.76,1821165.0,Lucky Cement Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HUMNL,11113200000.0,9.94,9.94,10.13,9.7,9.8,-0.14,-1.41,736890.0,Hum Network Limited,TECH & COMMUNICATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
YOUW,823844950.0,4.98,5.01,5.04,4.7,4.78,-0.2,-4.02,856574.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
EFERT,245641673025.0,186.45,185.0,186.09,183.51,183.96,-2.49,-1.33,541355.0,Engro Fertilizers Limited,FERTILIZER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MEBL,968983186382.0801,556.12,553.35,555.0,531.0,536.21,-19.91,-3.58,1472281.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
FFC,766049643293.0801,541.38,541.38,541.38,526.0,532.34,-9.04,-1.67,1051038.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ATRL,115170071737.5,1094.02,1106.75,1106.75,1077.0,1080.23,-13.79,-1.26,362226.0,Attock Refinery Limited,REFINERY,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
FATIMA,313089000000.0,152.64,152.99,152.99,147.99,149.09,-3.55,-2.33,288957.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
KAPCO,23300302945.16,26.55,26.56,26.83,26.4,26.47,-0.08,-0.3,371930.0,Kot Addu Power Company Limited,POWER GENERATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ILP,140619493829.75998,104.99,105.8,107.88,99.6,100.32,-4.67,-4.45,3989452.0,Interloop Limited,TEXTILE COMPOSITE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
KTML,54034935846.4,42.86,42.27,42.97,39.35,40.13,-2.73,-6.37,391385.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
FABL,139491487704.66,92.91,92.9,92.9,91.0,91.91,-1.0,-1.08,481534.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MARI,774653643225.0,653.97,653.98,655.0,642.0,645.21,-8.76,-1.34,388657.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
GAL,33287749925.0,616.68,612.01,615.0,576.5,583.97,-32.71,-5.3,721881.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HCAR,31460268000.0,229.79,230.0,232.6,218.0,220.31,-9.48,-4.13,257339.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ISL,36218100000.0,85.75,85.01,85.6,82.12,83.26,-2.49,-2.9,155910.0,International Steels Limited,ENGINEERING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
JVDC,51518992665.69,143.11,143.0,143.02,134.05,135.27,-7.84,-5.48,688962.0,Javedan Corporation Limited,PROPERTY,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
GHGL,40818356835.54,42.0,41.4,41.98,40.7,40.83,-1.17,-2.79,202739.0,Ghani Glass Limited,GLASS & CERAMICS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
AIRLINK,49384937721.14,128.32,128.5,128.98,124.25,124.94,-3.38,-2.63,881405.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
BAHL,170681601595.83,155.85,155.99,158.89,152.0,153.57,-2.28,-1.46,1346073.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
DCR,89548399000.0,40.74,40.75,40.87,40.11,40.27,-0.47,-1.15,317301.0,Dolmen City REIT,REIT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
AGP,44153200000.0,161.29,161.4,161.44,156.11,157.69,-3.6,-2.23,261778.0,AGP Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
KOHC,84888760824.90001,92.22,91.5,92.59,90.9,92.34,0.12,0.13,568632.0,Kohat Cement Company Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HMB,103892491242.0,100.0,100.0,100.0,99.01,99.15,-0.85,-0.85,33110.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
POL,206152607831.04,729.58,730.96,730.96,725.51,726.26,-3.32,-0.45,109095.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MEHT,3984300000.0,135.86,137.0,137.0,132.5,132.81,-3.05,-2.24,31358.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
INIL,21577191114.600002,164.86,164.66,164.7,161.56,163.61,-1.25,-0.76,76153.0,International Industries Limited,ENGINEERING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MTL,119242700884.01999,303.42,303.3,305.0,298.0,298.83,-4.59,-1.51,153307.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
CHCC,53060031927.42,283.54,284.9,285.0,271.0,273.09,-10.45,-3.69,528144.0,Cherat Cement Company Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MCB,462244505940.36,392.6,393.96,394.0,389.65,390.06,-2.54,-0.65,900992.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
GLAXO,97291753429.0,313.32,314.2,314.2,302.62,305.5,-7.82,-2.5,291315.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PIOC,56003534914.15,252.78,251.5,253.0,246.0,246.55,-6.23,-2.46,25755.0,Pioneer Cement Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
GHNI,49969521801.0,1219.59,1205.0,1228.0,1169.0,1172.75,-46.84,-3.84,127261.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HGFA,3895290000.0,14.31,14.11,14.11,13.25,13.74,-0.57,-3.98,130736.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ABL,194101464923.3,170.05,170.98,170.98,169.0,169.51,-0.54,-0.32,54588.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SAZEW,108197061270.78,1796.36,1807.0,1827.0,1785.0,1789.98,-6.38,-0.36,230599.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PGLC,821220426.0000001,17.3,17.3,17.9,16.51,16.6,-0.7,-4.05,15687.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
TGL,29266700288.120003,173.6,174.97,174.97,169.5,169.99,-3.61,-2.08,90678.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
NATF,82816523715.0,362.54,363.0,364.98,350.12,355.26,-7.28,-2.01,84811.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
LCI,101239372657.5,223.52,223.52,224.05,218.0,219.23,-4.29,-1.92,54347.0,Lucky Core Industries Limited,CHEMICAL,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SRVI,81504517500.0,180.21,179.0,182.0,168.51,173.46,-6.75,-3.75,158181.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
INDU,145173414000.0,1871.59,1878.0,1878.0,1840.0,1846.99,-24.6,-1.31,32400.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
APL,71133603840.0,573.17,573.0,575.0,569.0,571.74,-1.43,-0.25,55634.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
GADT,8533045952.690001,310.98,310.0,310.1,300.03,304.43,-6.55,-2.11,7555.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ABOT,89569965302.81999,921.51,920.0,927.99,911.01,914.91,-6.6,-0.72,6629.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PABC,33156959882.28,96.54,96.54,96.54,90.25,91.82,-4.72,-4.89,17563.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HALEON,81268603814.23999,698.96,701.0,701.0,691.31,694.28,-4.68,-0.67,16292.0,Haleon Pakistan Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
FHAM,3439070415.0,32.1,32.48,32.48,29.1,31.03,-1.07,-3.33,29136.0,First Habib Modaraba,MODARABAS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SHFA,28461011658.09,459.95,460.51,465.0,450.0,450.23,-9.72,-2.11,17223.0,Shifa International Hospitals Limited,MISC.,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SCBPL,231869226907.69,60.5,60.0,60.0,58.0,59.89,-0.61,-1.01,33501.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
HINOON,48265728913.28,913.82,924.9,924.9,910.0,910.96,-2.86,-0.31,11688.0,Highnoon Laboratories Limited,PHARMA,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
THALL,44606969308.5,551.23,554.0,564.5,550.0,550.5,-0.73,-0.13,14097.0,Thal Limited,AUTO PARTS,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
BWCL,268266052127.36002,458.15,458.16,458.16,445.0,449.92,-8.23,-1.8,22730.0,Bestway Cement Limited,CEMENT,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
SSOM,2341049832.0,427.72,434.89,434.89,410.0,413.73,-13.99,-3.27,7838.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
MUREB,25030053328.8,917.09,905.13,910.0,901.13,904.8,-12.29,-1.34,2958.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PAKT,333705551607.04,1355.76,1355.8,1359.0,1305.0,1306.12,-49.64,-3.66,12922.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
COLG,284595842323.76,1189.22,1190.0,1190.0,1160.0,1172.27,-16.95,-1.42,10070.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
BNWM,596327062.5,63.57,64.0,64.99,62.01,62.73,-0.84,-1.32,8480.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PKGS,65814597770.4,745.07,755.0,755.0,726.15,736.35,-8.72,-1.17,348.0,Packages Limited,PAPER & PACKAGING,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
ATLH,197979818533.8,1592.45,1588.12,1600.0,1570.0,1595.48,3.03,0.19,3511.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
PSEL,35606247930.0,1078.25,1124.99,1185.9,1085.0,1094.76,16.51,1.53,13506.0,Pakistan Services Limited,MISC.,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
IBFL,81871379371.65001,263.67,252.0,252.0,250.2,263.67,0.0,0.0,98.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
JDWS,49959478766.700005,883.83,919.97,919.97,847.02,864.7,-19.13,-2.16,51.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
NESTLE,336792767038.56,7431.67,7431.67,7472.0,7400.0,7426.59,-5.08,-0.07,192.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
UPFL,156056964068.0,24500.0,24501.0,26950.0,23051.0,24499.0,-1.0,0.0,178.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
RMPL,84513060000.0,9199.0,9196.16,9196.16,9149.99,9150.0,-49.0,-0.53,23.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-10T11:00:12+00:00,Closed,"Sep 10, 2026 3:59 PM"
