symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
CNERGY,71030277093.03,12.37,12.21,13.05,11.86,12.93,0.56,4.53,104274125.0,Cnergyico PK Limited,REFINERY,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
BOP,103774178798.68,31.72,31.0,31.81,30.25,31.72,0.0,0.0,12777073.0,The Bank of Punjab,COMMERCIAL BANKS,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
KEL,189164080578.25,6.81,6.75,6.89,6.67,6.85,0.04,0.59,11400744.0,K-Electric Limited,POWER GENERATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PIBTL,27345080339.32,15.12,14.76,15.54,14.7,15.31,0.19,1.26,9282994.0,Pakistan International Bulk Terminal,TRANSPORT,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
MLCF,99937472803.20001,94.09,93.0,95.99,89.75,95.4,1.31,1.39,17761578.0,Maple Leaf Cement Factory Limited,CEMENT,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
SSGC,20824861544.760002,23.89,23.74,23.8,22.51,23.64,-0.25,-1.05,14677183.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PPL,595510957555.28,213.2,209.98,219.99,207.21,218.86,5.66,2.66,5134684.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
FCCL,129363162382.8,51.86,51.11,53.2,50.51,52.74,0.88,1.7,3992988.0,Fauji Cement Company Limited,CEMENT,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
LOTCHEM,38173163512.0,25.56,25.2,25.5,24.31,25.21,-0.35,-1.37,7260449.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
TPLRF1,17267350000.0,9.06,9.0,9.5,8.7,9.41,0.35,3.86,3523673.0,TPL REIT Fund I,REIT,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PAEL,33537713381.31,36.04,35.75,36.44,34.85,36.31,0.27,0.75,3749302.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
HUBC,264308180544.0,202.29,200.02,205.0,200.01,203.76,1.47,0.73,2889348.0,The Hub Power Company Limited,POWER GENERATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PSO,163437739929.0,342.31,340.01,350.0,333.15,348.13,5.82,1.7,1702705.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
DGKC,84933768144.42001,190.08,188.0,196.4,182.26,193.86,3.78,1.99,3831812.0,D.G. Khan Cement Company Limited,CEMENT,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
OGDC,1379866858572.0,315.92,314.5,322.97,311.4,320.83,4.91,1.55,2941107.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PSX,37709474030.0,46.74,46.0,47.5,45.5,47.05,0.31,0.66,1528499.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
BAFL,174087485835.22,55.01,55.02,55.47,54.0,55.19,0.18,0.33,3626665.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
TRG,27531320769.199997,50.96,49.4,50.98,48.17,50.48,-0.48,-0.94,1811926.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
AKBL,153683687910.28,104.23,104.1,106.47,101.0,106.04,1.81,1.74,3107224.0,Askari Bank Limited,COMMERCIAL BANKS,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
PTC,249197220000.0,64.36,63.0,66.34,62.66,66.03,1.67,2.6,4518546.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
SNGP,59216810011.05,92.43,91.8,94.4,88.22,93.37,0.94,1.02,1020058.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
AHCL,63043663676.5,14.93,14.84,15.0,14.38,14.95,0.02,0.13,3159938.0,Arif Habib Corporation Limited,FERTILIZER,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
FFL,37194655931.64,14.67,14.6,14.9,14.2,14.76,0.09,0.61,1955264.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-09-11T12:00:19+00:00,Closed,"Sep 11, 2026 4:59 PM"
