symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
LUCK,599067800000.0,413.87,413.47,416.0,408.0,408.92,-4.95,-1.2,570464.0,Lucky Cement Limited,CEMENT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
YOUW,799715600.0,4.67,4.56,4.75,4.56,4.64,-0.03,-0.64,203020.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MEBL,978922216846.0801,543.02,543.2,548.0,540.01,541.71,-1.31,-0.24,410517.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
KAPCO,22877781395.719997,25.94,26.0,26.01,25.8,25.99,0.05,0.19,463893.0,Kot Addu Power Company Limited,POWER GENERATION,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
EFERT,250755869631.25,189.1,189.0,190.5,187.1,187.79,-1.31,-0.69,257412.0,Engro Fertilizers Limited,FERTILIZER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ATRL,117578532825.0,1115.69,1115.1,1128.0,1098.0,1102.82,-12.87,-1.15,299908.0,Attock Refinery Limited,REFINERY,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
FATIMA,308112000000.0,148.14,148.14,148.14,146.0,146.72,-1.42,-0.96,204392.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ILP,135222912377.95999,98.9,98.2,99.5,95.9,96.47,-2.43,-2.46,506647.0,Interloop Limited,TEXTILE COMPOSITE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
FFC,765215009801.12,540.41,538.01,538.01,530.98,531.76,-8.65,-1.6,834691.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MARI,768914667675.0,644.4,645.0,648.0,639.5,640.43,-3.97,-0.62,237264.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
FABL,139688788253.04,90.7,90.1,92.5,90.0,92.04,1.34,1.48,509414.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
KTML,55731522419.200005,42.68,43.29,43.29,41.07,41.39,-1.29,-3.02,75946.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
GAL,30951787475.0,567.39,566.0,568.0,541.0,542.99,-24.4,-4.3,726861.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ISL,34369350000.0,78.99,79.89,80.69,78.0,79.01,0.02,0.03,112646.0,International Steels Limited,ENGINEERING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
JVDC,51694188471.31,135.67,135.72,137.49,133.77,135.73,0.06,0.04,500664.0,Javedan Corporation Limited,PROPERTY,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
GHGL,39108844462.56,39.02,39.02,40.0,38.5,39.12,0.1,0.26,301124.0,Ghani Glass Limited,GLASS & CERAMICS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
AIRLINK,48633926182.240005,123.41,123.32,124.5,121.82,123.04,-0.37,-0.3,329072.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
BAHL,168836635400.29,152.93,152.72,152.73,151.5,151.91,-1.02,-0.67,48611.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
DCR,88414312000.0,40.15,40.15,40.38,39.66,39.76,-0.39,-0.97,578558.0,Dolmen City REIT,REIT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
HCAR,31333176000.0,226.17,224.95,229.98,217.5,219.42,-6.75,-2.98,384941.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
AGP,42042000000.0,151.27,150.51,153.45,150.0,150.15,-1.12,-0.74,135650.0,AGP Limited,PHARMA,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
HMB,101817784911.6,97.97,98.3,98.9,96.0,97.17,-0.8,-0.82,44664.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
POL,208185010375.68,736.89,737.0,746.97,732.86,733.42,-3.47,-0.47,314658.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
KOHC,83390291254.34999,91.27,90.05,92.0,89.52,90.71,-0.56,-0.61,114211.0,Kohat Cement Company Limited,CEMENT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MCB,462185252940.06,390.65,388.03,390.9,388.03,390.01,-0.64,-0.16,319155.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
CHCC,51769912875.1,272.43,271.01,273.8,265.0,266.45,-5.98,-2.2,127732.0,Cherat Cement Company Limited,CEMENT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MEHT,4275000000.0,145.07,145.0,152.0,141.25,142.5,-2.57,-1.77,169862.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
INIL,20895361898.4,159.3,160.0,163.5,157.0,158.44,-0.86,-0.54,439411.0,International Industries Limited,ENGINEERING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MTL,119889132552.3,306.63,306.63,318.9,298.0,300.45,-6.18,-2.01,833380.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
GLAXO,99148417659.73999,304.69,304.69,317.0,302.0,311.33,6.64,2.18,378979.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
GHNI,49201710432.12,1169.98,1169.98,1175.0,1137.0,1154.73,-15.25,-1.3,120566.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
HGFA,3847095000.0,13.57,13.5,13.58,13.11,13.57,0.0,0.0,1471.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ABL,194376282642.5,172.17,172.08,172.08,169.51,169.75,-2.42,-1.41,9326.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
SAZEW,105689762808.5,1763.57,1760.0,1789.98,1740.01,1748.5,-15.07,-0.85,135740.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PIOC,54297647478.72,242.86,242.0,242.91,238.21,239.04,-3.82,-1.57,11841.0,Pioneer Cement Limited,CEMENT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PGLC,787580071.2,16.32,16.69,16.69,15.85,15.92,-0.4,-2.45,667.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
SRVI,83642448750.0,179.66,181.0,184.99,176.11,178.01,-1.65,-0.92,61047.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
TGL,28070138331.52,165.57,165.57,166.9,162.0,163.04,-2.53,-1.53,92956.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
LCI,99987907530.0,215.71,215.0,217.43,215.0,216.52,0.81,0.38,41044.0,Lucky Core Industries Limited,CHEMICAL,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
NATF,81273300760.0,353.3,354.0,357.0,347.08,348.64,-4.66,-1.32,67712.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
INDU,142725024000.0,1824.99,1823.88,1826.0,1810.5,1815.84,-9.15,-0.5,5497.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
APL,71508096000.0,577.07,577.51,585.23,573.55,574.75,-2.32,-0.4,73838.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
GADT,8390095079.389999,300.0,300.0,304.0,292.1,299.33,-0.67,-0.22,7980.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ABOT,89204797176.36,910.0,907.0,920.0,905.0,911.18,1.18,0.13,5701.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
HALEON,81152719851.31999,702.82,705.0,707.0,691.51,693.29,-9.53,-1.36,15552.0,Haleon Pakistan Limited,PHARMA,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PABC,33146126634.660004,95.12,94.99,94.99,91.27,91.79,-3.33,-3.5,25052.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
FHAM,3435745500.0,30.59,30.97,31.99,30.95,31.0,0.41,1.34,22995.0,First Habib Modaraba,MODARABAS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
SHFA,27248559792.15,436.47,437.01,437.01,429.0,431.05,-5.42,-1.24,7203.0,Shifa International Hospitals Limited,MISC.,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
SCBPL,235121358325.33,59.87,60.99,60.99,58.6,60.73,0.86,1.44,2413.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
HINOON,48219633383.12,908.77,922.0,922.0,908.12,910.09,1.32,0.15,4860.0,Highnoon Laboratories Limited,PHARMA,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
BWCL,258833333100.30002,437.24,439.9,439.9,433.0,434.1,-3.14,-0.72,19476.0,Bestway Cement Limited,CEMENT,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
THALL,42963682591.740005,531.84,533.0,535.0,530.0,530.22,-1.62,-0.3,12622.0,Thal Limited,AUTO PARTS,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
MUREB,25351781357.329998,893.68,934.8,934.8,895.0,916.43,22.75,2.55,391.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PAKT,341303936981.12,1320.05,1334.9,1350.0,1325.0,1335.86,15.81,1.2,4297.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
SSOM,2513913952.0,415.01,415.01,456.51,400.02,444.28,29.27,7.05,96132.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
COLG,276033228456.0,1143.1,1143.1,1158.9,1130.0,1137.0,-6.1,-0.53,7979.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
BNWM,597943125.0,62.9,64.0,64.0,63.02,62.9,0.0,0.0,212.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PKGS,63632844077.76,725.88,723.75,740.0,700.02,711.94,-13.94,-1.92,3747.0,Packages Limited,PAPER & PACKAGING,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
ATLH,196206601942.65,1582.46,1582.46,1599.0,1565.01,1581.19,-1.27,-0.08,1232.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
PSEL,43498907677.5,1291.39,1309.98,1400.0,1265.0,1337.43,46.04,3.57,10745.0,Pakistan Services Limited,MISC.,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
IBFL,86556929926.2,255.43,268.0,280.97,268.0,278.76,23.33,9.13,10004.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
NESTLE,340103286670.56,7493.65,7487.11,7525.0,7417.1,7499.59,5.94,0.08,184.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
JDWS,50110853618.520004,885.39,886.01,919.99,806.0,867.32,-18.07,-2.04,469.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
UPFL,153144822255.56,23934.71,23700.0,24775.99,23700.0,24041.83,107.12,0.45,231.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
RMPL,84005058000.0,9100.0,9272.5,9272.5,9006.0,9095.0,-5.0,-0.05,7.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-16T11:00:14+00:00,Closed,"Sep 16, 2026 4:01 PM"
