symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
HUBC,277824529392.0,217.08,217.0,218.9,213.89,214.18,-2.9,-1.34,2350959.0,The Hub Power Company Limited,POWER GENERATION & DISTRIBUTION,2026-07-23T11:00:37+00:00
BAFL,177273359375.6,56.73,56.99,57.0,55.9,56.2,-0.53,-0.93,1364717.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
AHCL,62158100507.8,14.96,14.98,15.09,14.69,14.74,-0.22,-1.47,669083.0,Arif Habib Corporation Limited,FERTILIZER,2026-07-23T11:00:37+00:00
SEARL,52145578003.5,90.42,91.5,91.5,88.1,88.65,-1.77,-1.96,1283332.0,The Searle Company Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
ENGROH,322047762155.42,273.74,274.11,275.5,266.03,267.43,-6.31,-2.3,1242773.0,Engro Holdings Limited,INV. BANKS / INV. COS. / SECURITIES COS.,2026-07-23T11:00:37+00:00
UBL,1132220492730.0,464.79,465.11,469.5,449.8,452.12,-12.67,-2.73,2005536.0,United Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
YOUW,965173999.9999999,5.43,5.48,5.94,5.45,5.6,0.17,3.13,8502684.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-07-23T11:00:37+00:00
POWER,25913715313.679996,20.74,20.78,20.89,20.05,20.08,-0.66,-3.18,488357.0,Power Cement Limited,CEMENT,2026-07-23T11:00:37+00:00
PSO,158466017682.0,345.26,345.0,348.0,335.02,337.54,-7.72,-2.24,1816245.0,Pakistan State Oil Company Limited,OIL & GAS MARKETING COMPANIES,2026-07-23T11:00:37+00:00
NML,49325942675.92,141.02,140.55,142.99,138.4,140.29,-0.73,-0.52,1878785.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-07-23T11:00:37+00:00
HBL,433440247588.92,299.82,300.0,302.0,295.0,295.49,-4.33,-1.44,1013311.0,Habib Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
JVDC,53686088609.12,140.24,138.0,144.0,138.0,140.96,0.72,0.51,534695.0,Javedan Corporation Limited,PROPERTY,2026-07-23T11:00:37+00:00
LUCK,636234850000.0,445.15,444.7,447.4,432.0,434.29,-10.86,-2.44,1046583.0,Lucky Cement Limited,CEMENT,2026-07-23T11:00:37+00:00
NPL,22973261880.0,66.57,67.5,67.5,64.52,64.88,-1.69,-2.54,1060876.0,Nishat Power Limited,POWER GENERATION & DISTRIBUTION,2026-07-23T11:00:37+00:00
ILP,137241374011.87999,99.9,100.0,101.4,96.7,97.91,-1.99,-1.99,561134.0,Interloop Limited,TEXTILE COMPOSITE,2026-07-23T11:00:37+00:00
HUMNL,11748240000.0,10.61,10.79,10.83,10.35,10.36,-0.25,-2.36,902284.0,Hum Network Limited,TECHNOLOGY & COMMUNICATION,2026-07-23T11:00:37+00:00
MEBL,969598680102.0,539.49,540.0,547.05,536.0,538.5,-0.99,-0.18,1529383.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
SYS,198128694374.45,135.62,135.62,136.71,134.0,134.47,-1.15,-0.85,703067.0,Systems Limited,TECHNOLOGY & COMMUNICATION,2026-07-23T11:00:37+00:00
AIRLINK,53531311954.33,132.64,132.64,137.98,129.88,135.43,2.79,2.1,3522608.0,Air Link Communication Limited,TECHNOLOGY & COMMUNICATION,2026-07-23T11:00:37+00:00
FATIMA,316827000000.0,155.49,155.49,156.94,149.5,150.87,-4.62,-2.97,1543022.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-07-23T11:00:37+00:00
FABL,150221602143.48,100.1,100.0,100.0,98.5,98.98,-1.12,-1.12,591474.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
FFC,770064518194.0599,543.91,543.91,546.98,533.0,535.13,-8.78,-1.61,987188.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-07-23T11:00:37+00:00
CPHL,16670813764.0,73.5,73.92,73.92,72.72,72.97,-0.53,-0.72,329948.0,Citi Pharma Ltd.,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
GAL,32101527900.0,573.79,575.0,577.77,560.0,563.16,-10.63,-1.85,458220.0,Ghandhara Automobiles Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
EFERT,250355279818.75,190.24,190.3,190.99,185.11,187.49,-2.75,-1.45,645706.0,Engro Fertilizers Limited,FERTILIZER,2026-07-23T11:00:37+00:00
KAPCO,24259778963.68,27.73,27.62,27.89,27.46,27.56,-0.17,-0.61,378787.0,Kot Addu Power Company Limited,POWER GENERATION & DISTRIBUTION,2026-07-23T11:00:37+00:00
MARI,764784526275.0,645.63,646.0,649.96,635.0,636.99,-8.64,-1.34,388191.0,Mari Energies Limited,OIL & GAS EXPLORATION COMPANIES,2026-07-23T11:00:37+00:00
HCAR,32881128000.0,235.68,238.75,238.75,228.51,230.26,-5.42,-2.3,248122.0,Honda Atlas Cars (Pakistan) Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
KOHC,83132885438.55,92.77,92.1,93.99,90.09,90.43,-2.34,-2.52,254322.0,Kohat Cement Company Limited,CEMENT,2026-07-23T11:00:37+00:00
KTML,57535828774.399994,44.65,44.55,44.8,42.5,42.73,-1.92,-4.3,398679.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-07-23T11:00:37+00:00
AGP,53401600000.0,191.84,191.5,193.0,189.0,190.72,-1.12,-0.58,177387.0,AGP Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
GHGL,37499303573.38,38.11,38.05,38.11,37.3,37.51,-0.6,-1.57,273163.0,Ghani Glass Limited,GLASS & CERAMICS,2026-07-23T11:00:37+00:00
ATRL,99092341237.5,913.67,911.0,933.4,910.0,929.43,15.76,1.73,838716.0,Attock Refinery Limited,REFINERY,2026-07-23T11:00:37+00:00
BAHL,188008723878.04,169.65,170.5,171.9,169.0,169.16,-0.49,-0.29,69000.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
ISL,34974000000.0,81.25,82.5,82.5,80.0,80.4,-0.85,-1.05,92448.0,International Steels Limited,ENGINEERING,2026-07-23T11:00:37+00:00
MCB,475955650209.77997,405.47,405.11,408.98,400.0,401.63,-3.84,-0.95,238478.0,MCB Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
AICL,25557000000.0,75.92,75.1,76.48,72.56,73.02,-2.9,-3.82,472797.0,Adamjee Insurance Company Limited,INSURANCE,2026-07-23T11:00:37+00:00
CHCC,58587725758.520004,308.87,307.9,311.0,300.55,301.54,-7.33,-2.37,77237.0,Cherat Cement Company Limited,CEMENT,2026-07-23T11:00:37+00:00
DCR,85390080000.0,38.56,38.56,38.7,38.3,38.4,-0.16,-0.41,336118.0,Dolmen City REIT,REAL ESTATE INVESTMENT TRUST,2026-07-23T11:00:37+00:00
HMB,118876481406.0,114.04,114.99,114.99,113.01,113.45,-0.59,-0.52,943448.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
GHNI,48973753116.72,1171.38,1165.2,1182.0,1145.0,1149.38,-22.0,-1.88,219925.0,Ghandhara Industries Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
GLAXO,109759747362.7,349.18,349.18,350.01,343.0,344.65,-4.53,-1.3,159994.0,GlaxoSmithKline Pakistan Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
MTL,113468709377.84001,286.62,287.99,287.99,283.92,284.36,-2.26,-0.79,113521.0,Millat Tractors Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
PIOC,64246764612.119995,300.24,301.0,303.8,281.62,282.84,-17.4,-5.79,563798.0,Pioneer Cement Limited,CEMENT,2026-07-23T11:00:37+00:00
HGFAXD,4394250000.0,16.11,16.0,16.1,15.28,15.5,-0.61,-3.79,13175.0,HGFAXD,Unknown,2026-07-23T11:00:37+00:00
TGL,31830269717.44,189.53,189.6,189.9,183.0,184.88,-4.65,-2.45,90956.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-07-23T11:00:37+00:00
NATF,88907825197.5,384.04,384.98,387.99,381.13,381.39,-2.65,-0.69,51479.0,National Foods Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
INIL,21283094566.8,164.9,165.0,165.95,161.0,161.38,-3.52,-2.14,13377.0,International Industries Limited,ENGINEERING,2026-07-23T11:00:37+00:00
POL,190784692500.48,675.75,677.49,680.97,671.0,672.12,-3.63,-0.54,97568.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION COMPANIES,2026-07-23T11:00:37+00:00
SAZEW,115495306601.92,1948.27,1947.0,1950.0,1901.0,1910.72,-37.55,-1.93,102895.0,Sazgar Engineering Works Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
PABC,37587758158.86,105.35,105.94,106.0,104.0,104.09,-1.26,-1.2,4170.0,Pakistan Aluminium Beverage Cans Limited,MISCELLANEOUS,2026-07-23T11:00:37+00:00
LCI,103497551430.0,226.44,226.44,227.0,223.5,224.12,-2.32,-1.03,42614.0,Lucky Core Industries Limited,CHEMICAL,2026-07-23T11:00:37+00:00
ABL,201109316762.9,177.55,178.0,178.9,175.5,175.63,-1.92,-1.08,20972.0,Allied Bank Limited,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
HALEON,87715966114.88,756.74,756.75,759.8,747.51,749.36,-7.38,-0.97,22178.0,Haleon Pakistan Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
APL,66612326400.0,543.08,541.0,545.0,534.0,535.4,-7.68,-1.41,120438.0,Attock Petroleum Limited,OIL & GAS MARKETING COMPANIES,2026-07-23T11:00:37+00:00
HINOON,51159150639.76,985.9,998.8,998.8,962.0,965.57,-20.33,-2.06,17377.0,Highnoon Laboratories Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
ABOT,89761849894.74,924.32,920.0,930.0,914.0,916.87,-7.45,-0.81,8655.0,Abbott Laboratories (Pakistan) Limited,PHARMACEUTICALS,2026-07-23T11:00:37+00:00
SHFA,33118647397.53,531.49,530.0,530.0,512.0,523.91,-7.58,-1.43,14819.0,Shifa International Hospitals Limited,MISCELLANEOUS,2026-07-23T11:00:37+00:00
PGLC,737614250.1,15.05,15.41,15.75,14.9,14.91,-0.14,-0.93,28765.0,Pak-Gulf Leasing Company Limited,LEASING COMPANIES,2026-07-23T11:00:37+00:00
SRVI,96923935500.00002,2075.34,2075.34,2080.0,2040.0,2062.76,-12.58,-0.61,5539.0,Service Industries Limited,LEATHER & TANNERIES,2026-07-23T11:00:37+00:00
MEHT,5761200000.0,193.33,199.74,199.74,190.0,192.04,-1.29,-0.67,10717.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-07-23T11:00:37+00:00
SCBPL,247200703590.85,64.42,65.0,65.0,63.02,63.85,-0.57,-0.88,5990.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-07-23T11:00:37+00:00
SSOM,2575477344.0,457.99,455.41,465.0,450.0,455.16,-2.83,-0.62,15971.0,S.S.Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,2026-07-23T11:00:37+00:00
FHAM,3598666335.0,32.52,32.65,32.8,32.45,32.47,-0.05,-0.15,7439.0,First Habib Modaraba,MODARABAS,2026-07-23T11:00:37+00:00
GADT,7556214985.139999,270.03,270.03,275.49,268.13,269.58,-0.45,-0.17,5872.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-07-23T11:00:37+00:00
BWCL,296349558206.66,493.33,494.5,513.97,490.01,497.02,3.69,0.75,50950.0,Bestway Cement Limited,CEMENT,2026-07-23T11:00:37+00:00
THALL,47182100070.759995,584.0,594.99,594.99,582.0,582.28,-1.72,-0.29,13793.0,Thal Limited,AUTOMOBILE PARTS & ACCESSORIES,2026-07-23T11:00:37+00:00
INDU,149498772000.0,1922.07,1929.98,1930.0,1892.0,1902.02,-20.05,-1.04,5688.0,Indus Motor Company Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
PKGS,69718694505.12,786.51,786.2,793.0,780.0,780.03,-6.48,-0.82,54939.0,Packages Limited,"PAPER, BOARD & PACKAGING",2026-07-23T11:00:37+00:00
PAKT,369426138666.56,1455.69,1450.0,1464.99,1445.0,1445.93,-9.76,-0.67,32973.0,Pakistan Tobacco Company Limited,TOBACCO,2026-07-23T11:00:37+00:00
BNWM,627697687.5,66.41,67.59,68.49,66.0,66.03,-0.38,-0.57,2990.0,Bannu Woollen Mills Limited,WOOLLEN,2026-07-23T11:00:37+00:00
MUREB,24963107341.78,903.2,914.98,925.0,902.0,902.38,-0.82,-0.09,342.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
COLG,298373226417.76,1230.35,1230.35,1244.93,1216.0,1229.02,-1.33,-0.11,1853.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
ATLH,203370198430.2,1643.95,1633.0,1649.0,1633.0,1638.92,-5.03,-0.31,2155.0,Atlas Honda Limited,AUTOMOBILE ASSEMBLER,2026-07-23T11:00:37+00:00
IBFL,92909903043.90001,296.0,296.0,304.01,290.0,299.22,3.22,1.09,266.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-07-23T11:00:37+00:00
PSEL,28871126240.0,893.68,909.89,909.89,886.55,887.68,-6.0,-0.67,110.0,Pakistan Services Limited,MISCELLANEOUS,2026-07-23T11:00:37+00:00
JDWS,54761297062.409996,945.0,910.0,960.0,910.0,947.81,2.81,0.3,164.0,JDW Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,2026-07-23T11:00:37+00:00
NESTLE,350083369621.44,7688.13,7688.13,7744.3,7645.0,7719.66,31.53,0.41,174.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
RMPL,84907731372.0,9204.59,9199.99,9205.04,9120.0,9192.73,-11.86,-0.13,97.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
UPFL,160828043136.0,25299.0,25398.0,25398.0,25016.0,25248.0,-51.0,-0.2,27.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-23T11:00:37+00:00
