symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
FFC,777806463343.62,539.03,539.12,541.5,535.11,540.51,1.48,0.27,430725.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
MARI,763535878875.0,631.81,636.99,639.72,632.51,635.95,4.14,0.66,336479.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
GAL,30629723350.0,543.38,545.26,548.9,534.01,537.34,-6.04,-1.11,229767.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
ISL,35274150000.0,81.99,82.52,83.3,81.0,81.09,-0.9,-1.1,343584.0,International Steels Limited,ENGINEERING,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
FABL,143149136332.31998,94.2,94.5,95.2,94.0,94.32,0.12,0.13,253311.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
KTML,57643548556.8,43.0,43.05,43.69,42.75,42.81,-0.19,-0.44,93898.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
GHGL,40168542190.84,40.08,40.15,40.98,39.81,40.18,0.1,0.25,125327.0,Ghani Glass Limited,GLASS & CERAMICS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
BAHL,171848598285.78,154.61,154.0,155.0,153.5,154.62,0.01,0.01,368514.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
AIRLINK,50179428875.450005,129.03,129.9,130.28,126.47,126.95,-2.08,-1.61,409595.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
JVDC,55091463658.55,141.59,142.7,145.92,141.9,144.65,3.06,2.16,745127.0,Javedan Corporation Limited,PROPERTY,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
DCR,88280890000.0,39.81,39.81,40.05,39.68,39.7,-0.11,-0.28,316032.0,Dolmen City REIT,REIT,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
HCAR,31931508000.000004,222.54,228.0,228.25,223.0,223.61,1.07,0.48,105902.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
AGP,42840000000.0,153.36,155.0,155.95,152.52,153.0,-0.36,-0.23,122341.0,AGP Limited,PHARMA,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
HMB,103724838205.2,98.4,99.0,101.0,98.05,98.99,0.59,0.6,367549.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
POL,211869449625.6,741.48,743.0,748.0,742.0,746.4,4.92,0.66,192076.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
MCB,472151607590.52,397.36,397.36,400.0,395.03,398.42,1.06,0.27,119273.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
KOHC,83528187227.1,90.31,90.55,92.0,89.41,90.86,0.55,0.61,416725.0,Kohat Cement Company Limited,CEMENT,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
INIL,21541583012.4,162.18,163.7,164.47,162.21,163.34,1.16,0.72,81448.0,International Industries Limited,ENGINEERING,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
GLAXO,102740728555.58,320.99,321.0,323.0,317.55,322.61,1.62,0.51,100137.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
MTL,119222749289.31999,300.49,300.49,301.0,298.0,298.78,-1.71,-0.57,165053.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
CHCC,53868299285.5,273.54,270.06,279.9,270.06,277.25,3.71,1.36,188725.0,Cherat Cement Company Limited,CEMENT,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
MEHT,4186800000.0,139.23,141.0,141.96,139.07,139.56,0.33,0.24,23769.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
GHNI,45829220429.52,1081.24,1096.0,1099.98,1074.0,1075.58,-5.66,-0.52,82687.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
ABL,195212186538.4,170.35,170.35,171.99,170.0,170.48,0.13,0.08,28615.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
SAZEW,105654704151.12001,1745.2,1756.95,1756.95,1746.0,1747.92,2.72,0.16,32863.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
HGFA,3883950000.0,13.6,13.6,13.9,13.6,13.7,0.1,0.74,188776.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
NATF,81646285160.0,350.59,356.0,357.0,349.0,350.24,-0.35,-0.1,251189.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
TGL,28466122863.920002,164.43,168.98,168.98,165.0,165.34,0.91,0.55,179166.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
SRVI,83097393750.0,177.08,177.08,179.0,176.55,176.85,-0.23,-0.13,27015.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PGLC,843977136.5999999,16.66,16.51,17.19,16.51,17.06,0.4,2.4,1376.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PIOC,56012620865.87,245.95,248.5,248.5,245.99,246.59,0.64,0.26,53351.0,Pioneer Cement Limited,CEMENT,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
LCI,96709161255.0,210.82,211.12,212.0,205.0,209.42,-1.4,-0.66,97613.0,Lucky Core Industries Limited,CHEMICAL,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
INDU,141071280000.0,1792.55,1808.99,1808.99,1784.0,1794.8,2.25,0.13,9588.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
APL,71893785600.0,574.47,575.0,578.0,575.0,577.85,3.38,0.59,11125.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
GADT,8276575268.239999,295.56,295.56,299.0,291.11,295.28,-0.28,-0.09,9528.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
ABOT,90916094455.31999,923.72,924.5,945.0,920.01,928.66,4.94,0.53,10606.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
HALEON,81551875723.6,699.99,700.5,700.5,693.27,696.7,-3.29,-0.47,5854.0,Haleon Pakistan Limited,PHARMA,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
FHAM,3435745500.0,31.0,31.44,31.45,30.92,31.0,0.0,0.0,31156.0,First Habib Modaraba,MODARABAS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PABC,34326950625.24,92.62,92.76,96.0,91.0,95.06,2.44,2.63,27871.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
SHFA,28193614818.0,440.39,430.0,446.0,430.0,446.0,5.61,1.27,6208.0,Shifa International Hospitals Limited,MISC.,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
SCBPL,232295101260.0,60.75,59.5,61.0,59.49,60.0,-0.75,-1.23,31271.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
SSOM,2589623344.0,435.07,431.0,460.0,431.0,457.66,22.59,5.19,40443.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
BWCL,265374226129.81,440.02,439.0,446.6,435.89,445.07,5.05,1.15,14293.0,Bestway Cement Limited,CEMENT,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
MUREB,25820956539.09,934.69,925.0,937.0,920.0,933.39,-1.3,-0.14,7753.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
THALL,43488756453.9,536.7,537.0,541.99,530.01,536.7,0.0,0.0,10261.0,Thal Limited,AUTO PARTS,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
HINOON,49725420701.68,928.3,938.0,945.0,930.0,938.51,10.21,1.1,7301.0,Highnoon Laboratories Limited,PHARMA,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PAKT,348322351447.36,1359.93,1360.0,1367.0,1352.0,1363.33,3.4,0.25,2020.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
COLG,275093695831.44,1127.3,1127.3,1144.75,1127.3,1133.13,5.83,0.52,3362.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
BNWM,624275437.5,65.97,66.0,66.21,65.45,65.67,-0.3,-0.45,1580.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PKGS,63176114812.32001,715.07,716.01,720.99,693.2,706.83,-8.24,-1.15,1300.0,Packages Limited,PAPER & PACKAGING,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
PSEL,39833099460.0,1293.09,1300.0,1320.0,1175.0,1224.72,-68.37,-5.29,2632.0,Pakistan Services Limited,MISC.,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
ATLH,195947258158.5,1578.95,1580.01,1580.01,1566.0,1579.1,0.15,0.01,2995.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
IBFL,85035445650.7,285.06,268.11,279.0,268.1,273.86,-11.2,-3.93,1928.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
NESTLE,336040417440.0,7402.19,7402.19,7449.95,7400.0,7410.0,7.81,0.11,93.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
JDWS,52230101544.0,891.14,895.0,905.0,895.0,904.0,12.86,1.44,313.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
UPFL,159248300000.0,25083.44,25083.44,25083.44,24852.0,25000.0,-83.44,-0.33,8.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
RMPL,83134157843.99998,9040.0,9049.99,9050.0,9000.0,9000.71,-39.29,-0.43,26.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-21T11:08:15+00:00,Closed,"Sep 21, 2026 4:09 PM"
