symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
POWER,28907730230.399998,22.62,22.79,22.79,22.2,22.4,-0.22,-0.97,266059.0,Power Cement Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SYS,183807203266.25,125.72,125.72,126.5,124.1,124.75,-0.97,-0.77,793223.0,Systems Limited,TECH & COMMUNICATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
AICL,32518500000.0,93.81,93.0,97.98,92.07,92.91,-0.9,-0.96,1321399.0,Adamjee Insurance Company Limited,INSURANCE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
NML,48060183223.12,136.6,137.0,140.0,135.25,136.69,0.09,0.07,1535273.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SEARL,47669234533.600006,82.59,82.11,83.35,80.51,81.04,-1.55,-1.88,1180163.0,The Searle Company Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
UBL,1066984838842.5,423.14,423.14,432.52,417.99,426.07,2.93,0.69,1288999.0,United Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
LUCK,608502400000.0,419.69,420.0,421.9,414.0,415.36,-4.33,-1.03,682943.0,Lucky Cement Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ENGROH,321698534877.16,268.3,268.3,269.85,265.4,267.14,-1.16,-0.43,1144127.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
CPHL,16117937660.0,70.9,70.99,71.45,70.42,70.55,-0.35,-0.49,418820.0,Citi Pharma Ltd.,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
YOUW,858315450.0000001,5.05,5.01,5.16,4.95,4.98,-0.07,-1.39,1504754.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HUMNL,11271960000.0,10.0,10.0,10.0,9.88,9.94,-0.06,-0.6,224576.0,Hum Network Limited,TECH & COMMUNICATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
EFERT,248966568468.75,187.71,187.5,187.5,185.87,186.45,-1.26,-0.67,185779.0,Engro Fertilizers Limited,FERTILIZER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MEBL,1004962476661.76,560.06,560.06,563.95,551.11,556.12,-3.94,-0.7,486009.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
FFC,779058413581.5599,546.25,546.4,547.16,540.0,541.38,-4.87,-0.89,404983.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ATRL,116640309825.0,1089.93,1092.25,1117.4,1090.21,1094.02,4.09,0.38,470184.0,Attock Refinery Limited,REFINERY,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
FATIMA,320544000000.0,153.0,153.0,153.88,152.41,152.64,-0.36,-0.23,226503.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
KAPCO,23370723203.4,26.91,26.99,27.0,26.5,26.55,-0.36,-1.34,321424.0,Kot Addu Power Company Limited,POWER GENERATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
KTML,57710873420.799995,42.79,43.0,43.25,42.01,42.86,0.07,0.16,57005.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ILP,147165477045.32,104.26,104.51,105.99,104.26,104.99,0.73,0.7,806201.0,Interloop Limited,TEXTILE COMPOSITE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
GAL,35152301700.0,616.78,617.0,623.88,608.56,616.68,-0.1,-0.02,299502.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MARI,785171096325.0,659.9,660.0,660.6,652.1,653.97,-5.93,-0.9,317029.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
FABL,141009184230.66,94.26,94.26,94.5,92.12,92.91,-1.35,-1.43,1347704.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HCAR,32814012000.0,228.02,229.01,234.0,228.0,229.79,1.77,0.78,240593.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
AIRLINK,50720947721.92,129.85,129.0,130.36,128.0,128.32,-1.53,-1.18,310644.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ISL,37301250000.0,86.88,86.88,86.93,85.25,85.75,-1.13,-1.3,117592.0,International Steels Limited,ENGINEERING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
JVDC,54504938570.170006,142.01,142.0,144.48,141.0,143.11,1.1,0.78,284847.0,Javedan Corporation Limited,PROPERTY,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
GHGL,41988023196.0,42.03,42.05,42.66,41.6,42.0,-0.03,-0.07,97275.0,Ghani Glass Limited,GLASS & CERAMICS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
BAHL,173215651551.15,157.37,158.95,158.98,155.25,155.85,-1.52,-0.97,554128.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
DCR,90593538000.0,40.76,40.89,40.92,40.57,40.74,-0.02,-0.05,131030.0,Dolmen City REIT,REIT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
AGP,45161200000.0,161.74,161.8,164.45,160.11,161.29,-0.45,-0.28,168421.0,AGP Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
KOHC,84778444046.7,91.84,92.0,93.0,90.12,92.22,0.38,0.41,119348.0,Kohat Cement Company Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HMB,104783148000.0,99.85,100.43,100.45,99.46,100.0,0.15,0.15,322377.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
POL,207095006776.32,727.21,728.2,731.99,727.5,729.58,2.37,0.33,96419.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
INIL,21742043439.600002,165.83,166.94,166.94,164.09,164.86,-0.97,-0.58,24819.0,International Industries Limited,ENGINEERING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MEHT,4075800000.0000005,136.17,136.21,138.65,135.16,135.86,-0.31,-0.23,32410.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MTL,121074257277.48001,304.6,304.75,306.0,303.0,303.42,-1.18,-0.39,150975.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
CHCC,55090415074.520004,289.77,291.0,292.0,280.51,283.54,-6.23,-2.15,128832.0,Cherat Cement Company Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MCB,465254558355.60004,398.84,403.49,403.49,391.71,392.6,-6.24,-1.57,289435.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
GLAXO,99782167542.95999,314.64,314.66,317.0,312.06,313.32,-1.32,-0.42,62993.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PIOC,57418671894.54,257.47,257.0,257.0,251.5,252.78,-4.69,-1.82,60015.0,Pioneer Cement Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
GHNI,51965320053.96,1225.94,1245.0,1245.0,1215.0,1219.59,-6.35,-0.52,89071.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HGFA,4056885000.0,14.44,14.68,14.68,14.08,14.31,-0.13,-0.9,1860.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ABL,194719804791.5,169.21,170.89,171.0,169.22,170.05,0.84,0.5,32284.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PGLC,855850203.0,17.49,17.98,18.49,17.01,17.3,-0.19,-1.09,71844.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SAZEW,108582706501.95999,1770.51,1775.0,1845.88,1775.0,1796.36,25.85,1.46,191583.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
TGL,29888223836.8,173.11,174.0,177.49,173.1,173.6,0.49,0.28,56096.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
NATF,84513602735.0,360.34,361.0,364.0,359.01,362.54,2.2,0.61,46432.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SRVI,84676173750.0,184.16,185.0,186.0,180.0,180.21,-3.95,-2.14,99009.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
INDU,147106974000.0,1855.5,1865.0,1880.0,1850.0,1871.59,16.09,0.87,19862.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
LCI,103220474280.0,215.95,217.0,225.0,215.0,223.52,7.57,3.51,1196822.0,Lucky Core Industries Limited,CHEMICAL,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
APL,71311518720.0,575.2,578.87,580.0,570.0,573.17,-2.03,-0.35,15236.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
GADT,8716639721.34,312.19,318.06,318.06,310.0,310.98,-1.21,-0.39,4075.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ABOT,90216107296.02,926.49,930.0,930.0,920.0,921.51,-4.98,-0.54,5675.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PABC,34861390841.16,95.23,96.5,97.0,94.1,96.54,1.31,1.38,16487.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HALEON,81816418911.68001,704.24,705.1,712.39,691.1,698.96,-5.28,-0.75,46446.0,Haleon Pakistan Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
FHAM,3557659050.0,32.36,32.4,32.5,32.0,32.1,-0.26,-0.8,8603.0,First Habib Modaraba,MODARABAS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SHFA,29075455460.85,470.43,468.02,470.0,455.0,459.95,-10.48,-2.23,17096.0,Shifa International Hospitals Limited,MISC.,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SCBPL,234230893770.5,60.0,60.98,60.98,59.51,60.5,0.5,0.83,9679.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
HINOON,48417261345.76,924.15,929.9,930.49,909.07,913.82,-10.33,-1.12,18943.0,Highnoon Laboratories Limited,PHARMA,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
SSOM,2420210848.0,434.5,434.89,434.89,427.07,427.72,-6.78,-1.56,3193.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
THALL,44666121147.91,551.23,551.23,554.97,545.0,551.23,0.0,0.0,7169.0,Thal Limited,AUTO PARTS,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
BWCL,273173212531.44998,469.75,469.9,470.0,455.0,458.15,-11.6,-2.47,43300.0,Bestway Cement Limited,CEMENT,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
MUREB,25370039353.79,915.01,900.1,932.95,900.1,917.09,2.08,0.23,377.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PAKT,346388263441.92,1363.86,1370.0,1373.99,1351.51,1355.76,-8.1,-0.59,6544.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
COLG,288710849555.36,1189.97,1190.5,1198.89,1173.0,1189.22,-0.75,-0.06,13164.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
BNWM,604312312.5,64.11,65.7,67.0,63.57,63.57,-0.54,-0.84,4458.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PKGS,66593987045.28001,751.71,760.0,760.0,744.0,745.07,-6.64,-0.88,1741.0,Packages Limited,PAPER & PACKAGING,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
ATLH,197603832090.75,1588.14,1587.5,1596.9,1587.5,1592.45,4.31,0.27,583.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
PSEL,35069272562.5,980.23,1022.0,1078.25,1010.0,1078.25,98.02,10.0,9068.0,Pakistan Services Limited,MISC.,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
IBFL,81871379371.65001,263.67,263.67,263.67,252.0,263.67,0.0,0.0,5.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
JDWS,51064746291.630005,883.83,893.0,893.0,890.01,883.83,0.0,0.0,5.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
NESTLE,337023142925.28,7498.75,7522.99,7526.98,7200.0,7431.67,-67.08,-0.89,261.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
UPFL,156063334000.0,24849.5,24406.0,24650.0,23520.02,24500.0,-349.5,-1.41,62.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
RMPL,84965643600.0,9214.0,9224.99,9224.99,9199.0,9199.0,-15.0,-0.16,20.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-09T11:00:15+00:00,Closed,"Sep 9, 2026 3:59 PM"
