symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
PPL,602830360259.4,222.48,220.99,223.7,220.1,221.55,-0.93,-0.42,2856468.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-08-07T12:00:20+00:00
OGDC,1372813335996.0,318.49,318.95,320.0,317.0,319.19,0.7,0.22,3666665.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-08-07T12:00:20+00:00
FFL,41780988844.619995,16.51,16.51,16.7,16.4,16.58,0.07,0.42,2415023.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
TRG,34517775187.85,62.37,62.99,63.44,62.03,63.29,0.92,1.48,3952281.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-08-07T12:00:20+00:00
UBL,1191370824585.0,478.03,477.0,478.78,473.0,475.74,-2.29,-0.48,1046463.0,United Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
SEARL,53680828523.4,92.2,92.0,93.05,90.75,91.26,-0.94,-1.02,1674943.0,The Searle Company Limited,PHARMA,2026-08-07T12:00:20+00:00
HUBC,292689918816.0,223.58,222.98,226.39,221.55,225.64,2.06,0.92,5035147.0,The Hub Power Company Limited,POWER GENERATION,2026-08-07T12:00:20+00:00
HBL,476169661146.96,325.6,325.5,325.5,322.0,324.62,-0.98,-0.3,1075632.0,Habib Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
AHCL,68441382038.1,16.33,16.33,16.43,16.15,16.23,-0.1,-0.61,2173361.0,Arif Habib Corporation Limited,FERTILIZER,2026-08-07T12:00:20+00:00
PSO,164630202111.0,352.33,352.33,352.5,350.0,350.67,-1.66,-0.47,1569133.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-08-07T12:00:20+00:00
SNGP,65825347660.350006,104.91,104.91,104.91,103.48,103.79,-1.12,-1.07,1698143.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-08-07T12:00:20+00:00
NML,54072540623.92,154.34,154.0,155.96,152.55,153.79,-0.55,-0.36,2635192.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-08-07T12:00:20+00:00
YOUW,925532925.0,5.46,5.46,5.67,5.3,5.37,-0.09,-1.65,4386602.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-08-07T12:00:20+00:00
ENGROH,336715307842.34,283.75,283.18,283.18,277.55,279.61,-4.14,-1.46,1387908.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-08-07T12:00:20+00:00
LUCK,672068750000.0,458.63,457.5,462.0,453.0,458.75,0.12,0.03,1949072.0,Lucky Cement Limited,CEMENT,2026-08-07T12:00:20+00:00
NPL,25487290230.0,72.18,72.5,74.6,71.6,71.98,-0.2,-0.28,15207765.0,Nishat Power Limited,POWER GENERATION,2026-08-07T12:00:20+00:00
SYS,201149173466.2,136.57,137.0,138.2,134.89,136.52,-0.05,-0.04,1594127.0,Systems Limited,TECH & COMMUNICATION,2026-08-07T12:00:20+00:00
ILP,145735733387.96,104.4,104.5,104.75,103.7,103.97,-0.43,-0.41,339463.0,Interloop Limited,TEXTILE COMPOSITE,2026-08-07T12:00:20+00:00
POWER,30288590558.37,22.97,22.99,23.7,22.52,23.47,0.5,2.18,4583905.0,Power Cement Limited,CEMENT,2026-08-07T12:00:20+00:00
FFC,839641292911.76,583.75,582.0,585.0,580.0,583.48,-0.27,-0.05,1463399.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-08-07T12:00:20+00:00
HUMNL,12235859999.999998,10.75,10.76,10.84,10.65,10.79,0.04,0.37,2238249.0,Hum Network Limited,TECH & COMMUNICATION,2026-08-07T12:00:20+00:00
MEBL,1056637491979.68,587.93,587.93,592.97,583.7,586.84,-1.09,-0.18,1367419.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
FABL,152376731210.4,100.55,100.56,100.9,99.25,100.4,-0.15,-0.15,599407.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
JVDC,57479458661.24,149.87,149.0,151.5,147.05,150.92,1.05,0.7,782913.0,Javedan Corporation Limited,PROPERTY,2026-08-07T12:00:20+00:00
GAL,34781785450.0,615.47,613.0,615.97,608.0,610.18,-5.29,-0.86,255711.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
AIRLINK,54365330031.74,138.98,138.98,138.98,137.05,137.54,-1.44,-1.04,382158.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-08-07T12:00:20+00:00
EFERT,254521413868.75003,192.92,192.9,192.9,190.2,190.61,-2.31,-1.2,554481.0,Engro Fertilizers Limited,FERTILIZER,2026-08-07T12:00:20+00:00
KAPCO,25606566402.52,28.85,28.97,29.3,28.75,29.09,0.24,0.83,2184547.0,Kot Addu Power Company Limited,POWER GENERATION,2026-08-07T12:00:20+00:00
AICL,33729500000.0,96.03,96.03,100.0,92.7,96.37,0.34,0.35,1208729.0,Adamjee Insurance Company Limited,INSURANCE,2026-08-07T12:00:20+00:00
FATIMA,343728000000.0,166.36,166.5,166.5,162.55,163.68,-2.68,-1.61,1057531.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-08-07T12:00:20+00:00
MARI,818260252425.0,677.12,676.9,699.8,669.4,681.53,4.41,0.65,5112385.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-08-07T12:00:20+00:00
HCAR,34481916000.0,241.62,241.62,242.35,240.2,241.47,-0.15,-0.06,165062.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
CPHL,17152866896.0,75.74,75.5,76.12,74.75,75.08,-0.66,-0.87,730209.0,Citi Pharma Ltd.,PHARMA,2026-08-07T12:00:20+00:00
KTML,58491841843.2,43.98,43.99,44.29,43.2,43.44,-0.54,-1.23,526693.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-08-07T12:00:20+00:00
BAHL,197444725685.35,177.33,178.99,178.99,173.51,177.65,0.32,0.18,202383.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
ATRL,105322994887.5,978.96,972.16,993.0,972.16,987.87,8.91,0.91,475851.0,Attock Refinery Limited,REFINERY,2026-08-07T12:00:20+00:00
KOHC,94284073101.6,101.54,100.77,104.0,99.7,102.56,1.02,1.01,534279.0,Kohat Cement Company Limited,CEMENT,2026-08-07T12:00:20+00:00
GHGL,42048006086.28,40.14,40.12,44.15,39.8,42.06,1.92,4.78,3305741.0,Ghani Glass Limited,GLASS & CERAMICS,2026-08-07T12:00:20+00:00
DCR,85834820000.0,38.61,38.8,38.8,38.4,38.6,-0.01,-0.03,275003.0,Dolmen City REIT,REIT,2026-08-07T12:00:20+00:00
MCB,497630397719.52,423.34,424.99,424.99,417.01,419.92,-3.42,-0.81,219867.0,MCB Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
ISL,38371350000.0,88.44,88.44,88.79,86.15,88.21,-0.23,-0.26,137316.0,International Steels Limited,ENGINEERING,2026-08-07T12:00:20+00:00
AGP,53600400000.0,192.28,193.87,193.87,190.95,191.43,-0.85,-0.44,194092.0,AGP Limited,PHARMA,2026-08-07T12:00:20+00:00
PIOC,62429574268.119995,275.86,275.0,277.95,273.0,274.84,-1.02,-0.37,47357.0,Pioneer Cement Limited,CEMENT,2026-08-07T12:00:20+00:00
HMB,120657794922.0,115.31,114.57,115.78,114.57,115.15,-0.16,-0.14,32048.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
GHNI,52800879484.8,1234.0,1235.0,1255.0,1234.0,1239.2,5.2,0.42,113295.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
CHCC,64698304703.62,334.16,334.0,336.0,330.0,332.99,-1.17,-0.35,58922.0,Cherat Cement Company Limited,CEMENT,2026-08-07T12:00:20+00:00
MTL,123835557983.95999,311.28,312.0,312.54,307.5,310.34,-0.94,-0.3,225339.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
GLAXO,111129156658.09999,353.28,352.99,352.99,348.05,348.95,-4.33,-1.23,205576.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-08-07T12:00:20+00:00
NATF,92796187567.5,392.83,392.85,405.0,388.0,398.07,5.24,1.33,161350.0,National Foods Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
INIL,21656320230.600002,166.63,164.0,164.9,163.16,164.21,-2.42,-1.45,21186.0,International Industries Limited,ENGINEERING,2026-08-07T12:00:20+00:00
HGFA,4028535000.0000005,14.12,14.67,14.69,14.18,14.21,0.09,0.64,56619.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-08-07T12:00:20+00:00
POL,195471140267.52,689.72,691.49,693.5,687.5,688.63,-1.09,-0.16,459007.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-08-07T12:00:20+00:00
TGL,33016501642.760002,193.44,193.98,195.0,190.12,191.77,-1.67,-0.86,150241.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-08-07T12:00:20+00:00
SAZEW,116521679019.7,1928.1,1933.0,1940.0,1923.0,1927.7,-0.4,-0.02,53351.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
MEHT,4504200000.0,149.3,151.9,156.77,148.0,150.14,0.84,0.56,726997.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-08-07T12:00:20+00:00
LCI,105704932725.0,228.18,229.0,229.55,228.0,228.9,0.72,0.32,44034.0,Lucky Core Industries Limited,CHEMICAL,2026-08-07T12:00:20+00:00
ABL,206101838661.7,180.86,179.02,181.78,178.49,179.99,-0.87,-0.48,10685.0,Allied Bank Limited,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
PGLC,735140694.6,15.26,15.5,15.5,14.27,14.86,-0.4,-2.62,25036.0,Pak-Gulf Leasing Company Limited,LEASING,2026-08-07T12:00:20+00:00
GADT,9559489282.15,362.09,364.99,364.99,338.0,341.05,-21.04,-5.81,320772.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-08-07T12:00:20+00:00
HALEON,88411269892.4,759.59,761.0,761.0,754.0,755.3,-4.29,-0.56,30245.0,Haleon Pakistan Limited,PHARMA,2026-08-07T12:00:20+00:00
PABC,37659979809.66,105.08,104.51,105.5,103.0,104.29,-0.79,-0.75,25921.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-08-07T12:00:20+00:00
APL,68421335040.00001,544.72,544.0,550.0,543.03,549.94,5.22,0.96,60845.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-08-07T12:00:20+00:00
SHFA,32120492289.96,511.26,513.0,514.0,503.0,508.12,-3.14,-0.61,24607.0,Shifa International Hospitals Limited,MISC.,2026-08-07T12:00:20+00:00
ABOT,91090356992.88,934.5,930.0,936.0,925.25,930.44,-4.06,-0.43,25578.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-08-07T12:00:20+00:00
HINOON,53549760203.920006,1008.66,1000.0,1038.99,985.01,1010.69,2.03,0.2,18799.0,Highnoon Laboratories Limited,PHARMA,2026-08-07T12:00:20+00:00
SCBPL,250452835008.49,65.24,65.0,65.86,63.81,64.69,-0.55,-0.84,11172.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-08-07T12:00:20+00:00
INDU,151602108000.0,1928.76,1934.0,1940.0,1928.0,1928.78,0.02,0.0,8381.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
SRVI,97953901499.99998,2087.98,2097.0,2099.99,2075.01,2084.68,-3.3,-0.16,4227.0,Service Industries Limited,LEATHER & TANNERIES,2026-08-07T12:00:20+00:00
BWCL,299140021231.1,499.54,499.54,502.95,499.38,501.7,2.16,0.43,10183.0,Bestway Cement Limited,CEMENT,2026-08-07T12:00:20+00:00
FHAM,3650756669.9999995,33.68,33.68,33.68,32.9,32.94,-0.74,-2.2,89630.0,First Habib Modaraba,MODARABAS,2026-08-07T12:00:20+00:00
SSOM,2570780872.0,457.76,456.05,460.98,451.11,454.33,-3.43,-0.75,7952.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-08-07T12:00:20+00:00
THALL,47097828957.08,585.0,585.0,595.0,579.5,581.24,-3.76,-0.64,3059.0,Thal Limited,AUTO PARTS,2026-08-07T12:00:20+00:00
PAKT,371840555000.96,1456.22,1456.22,1459.0,1430.0,1455.38,-0.84,-0.06,9118.0,Pakistan Tobacco Company Limited,TOBACCO,2026-08-07T12:00:20+00:00
PKGS,71061174655.2,802.43,800.0,809.99,792.0,795.05,-7.38,-0.92,7528.0,Packages Limited,PAPER & PACKAGING,2026-08-07T12:00:20+00:00
BNWM,645664500.0,66.98,66.98,69.96,66.98,67.92,0.94,1.4,4975.0,Bannu Woollen Mills Limited,WOOLLEN,2026-08-07T12:00:20+00:00
MUREB,25150666759.96,904.73,912.0,912.0,900.0,909.16,4.43,0.49,3232.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
COLG,299715762700.39996,1239.97,1239.98,1240.49,1233.32,1234.55,-5.42,-0.44,2805.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
ATLH,201377346194.09998,1625.67,1626.0,1634.99,1620.0,1622.86,-2.81,-0.17,3632.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-08-07T12:00:20+00:00
IBFL,82545179550.79999,278.03,275.0,275.0,265.0,265.84,-12.19,-4.38,3415.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-08-07T12:00:20+00:00
JDWS,52154414118.090004,906.36,899.01,909.5,899.01,902.69,-3.67,-0.4,99.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-08-07T12:00:20+00:00
PSEL,28553039075.0,875.24,865.05,886.95,861.01,877.9,2.66,0.3,508.0,Pakistan Services Limited,MISC.,2026-08-07T12:00:20+00:00
NESTLE,344650942954.08,7598.58,7600.0,7645.0,7599.0,7599.87,1.29,0.02,171.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
RMPL,87473603292.0,9470.53,9444.99,9444.99,9444.99,9470.53,0.0,0.0,1.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
UPFL,161477776200.0,25211.0,25225.0,25350.0,25200.01,25350.0,139.0,0.55,10.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-08-07T12:00:20+00:00
