symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
CNERGY,70975342617.31999,12.88,12.99,13.14,12.76,12.92,0.04,0.31,31345368.0,Cnergyico PK Limited,REFINERY,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
BOP,102040247059.61,30.65,30.9,31.3,30.66,31.19,0.54,1.76,8214712.0,The Bank of Punjab,COMMERCIAL BANKS,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
KEL,188335624750.9,6.63,6.69,6.85,6.63,6.82,0.19,2.87,23444242.0,K-Electric Limited,POWER GENERATION,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
MLCF,99267032734.08,93.26,94.35,95.4,93.66,94.76,1.5,1.61,7920300.0,Maple Leaf Cement Factory Limited,CEMENT,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
PIBTL,27666577038.28,14.96,14.98,15.65,14.98,15.49,0.53,3.54,7559359.0,Pakistan International Bulk Terminal,TRANSPORT,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
SSGC,21036281458.92,23.61,23.71,24.24,23.7,23.88,0.27,1.14,5039826.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
PPL,622557374982.4,225.51,227.0,233.03,226.8,228.8,3.29,1.46,6304169.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
FCCL,133312246407.0,53.09,53.01,54.8,53.01,54.35,1.26,2.37,6779754.0,Fauji Cement Company Limited,CEMENT,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
LOTCHEM,38052026936.0,24.59,24.59,25.2,24.59,25.13,0.54,2.2,987309.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
PAEL,34027247616.840004,35.66,35.73,36.99,35.73,36.84,1.18,3.31,8230839.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
HUBC,264360066720.0,202.57,203.0,204.99,202.5,203.8,1.23,0.61,1397362.0,The Hub Power Company Limited,POWER GENERATION,2026-09-18T12:00:17+00:00,Closed,"Sep 18, 2026 5:01 PM"
