symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,60482857756.71,11.1,11.16,11.16,10.9,11.01,-0.09,-0.81,26068716.0,Cnergyico PK Limited,REFINERY,2026-08-04T13:56:16+00:00
KEL,200486310218.69998,7.3,7.3,7.32,7.2,7.26,-0.04,-0.55,6213015.0,K-Electric Limited,POWER GENERATION,2026-08-04T13:56:16+00:00
BOP,110251886050.3,33.92,34.0,34.09,33.65,33.7,-0.22,-0.65,6461743.0,The Bank of Punjab,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
MLCF,100492680985.44,97.45,97.0,97.0,95.62,95.93,-1.52,-1.56,4827260.0,Maple Leaf Cement Factory Limited,CEMENT,2026-08-04T13:56:16+00:00
PIBTL,29899193003.28,17.08,17.04,17.19,16.38,16.74,-0.34,-1.99,89708629.0,Pakistan International Bulk Terminal,TRANSPORT,2026-08-04T13:56:16+00:00
LOTCHEM,40747315752.0,27.29,27.38,27.38,26.85,26.91,-0.38,-1.39,1882402.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-08-04T13:56:16+00:00
TPLRF1,18680300000.0,10.52,10.7,10.7,10.1,10.18,-0.34,-3.23,16449687.0,TPL REIT Fund I,REIT,2026-08-04T13:56:16+00:00
SSGC,23555702102.66,25.93,25.93,27.74,25.9,26.74,0.81,3.12,34618297.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-08-04T13:56:16+00:00
PAEL,38719387081.92,42.52,42.65,42.77,41.85,41.92,-0.6,-1.41,2084768.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-08-04T13:56:16+00:00
FCCL,135249995710.8,55.9,56.13,56.34,55.0,55.14,-0.76,-1.36,3412197.0,Fauji Cement Company Limited,CEMENT,2026-08-04T13:56:16+00:00
PSX,41444354986.0,53.02,53.01,53.2,51.49,51.71,-1.31,-2.47,2879529.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-08-04T13:56:16+00:00
PTC,269690039999.99997,72.49,72.5,72.5,71.3,71.46,-1.03,-1.42,1443682.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-08-04T13:56:16+00:00
AKBL,151828584925.32,106.98,106.26,107.0,104.4,104.76,-2.22,-2.07,2660982.0,Askari Bank Limited,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
DGKC,92894392136.91,215.83,216.0,216.45,210.75,212.03,-3.8,-1.76,2367445.0,D.G. Khan Cement Company Limited,CEMENT,2026-08-04T13:56:16+00:00
NBP,432480814587.36,204.44,204.5,204.85,202.76,203.28,-1.16,-0.57,1199601.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
BAFL,185127641668.22,58.67,58.83,59.34,58.31,58.69,0.02,0.03,2679715.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
OGDC,1350964619724.0,319.09,320.1,320.38,313.07,314.11,-4.98,-1.56,3036213.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-08-04T13:56:16+00:00
PPL,592409054550.5599,221.32,222.0,222.48,217.45,217.72,-3.6,-1.63,2408478.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-08-04T13:56:16+00:00
FFL,40571406537.9,16.08,16.12,16.33,16.0,16.1,0.02,0.12,2738961.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-08-04T13:56:16+00:00
SNGP,67734339822.0,105.88,106.3,109.9,105.76,106.8,0.92,0.87,4522345.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-08-04T13:56:16+00:00
TRG,33088851645.55,60.81,61.0,61.44,60.55,60.67,-0.14,-0.23,787051.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-08-04T13:56:16+00:00
HUBC,283402293312.0,219.89,221.0,221.0,218.05,218.48,-1.41,-0.64,1221884.0,The Hub Power Company Limited,POWER GENERATION,2026-08-04T13:56:16+00:00
SEARL,52980848401.299995,90.84,91.0,91.0,89.55,90.07,-0.77,-0.85,569143.0,The Searle Company Limited,PHARMA,2026-08-04T13:56:16+00:00
UBL,1158740476402.5,467.69,468.0,469.9,461.7,462.71,-4.98,-1.06,904833.0,United Bank Limited,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
AHCL,66332898303.1,16.23,16.23,16.3,15.67,15.73,-0.5,-3.08,2683984.0,Arif Habib Corporation Limited,FERTILIZER,2026-08-04T13:56:16+00:00
PSO,166010453613.0,347.49,350.5,357.77,349.0,353.61,6.12,1.76,8344351.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-08-04T13:56:16+00:00
NML,50763986054.24,147.95,147.98,149.01,143.85,144.38,-3.57,-2.41,1592595.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-08-04T13:56:16+00:00
HBL,450309051430.92,309.24,310.26,312.79,305.5,306.99,-2.25,-0.73,4636372.0,Habib Bank Limited,COMMERCIAL BANKS,2026-08-04T13:56:16+00:00
YOUW,920362350.0,5.41,5.42,5.49,5.32,5.34,-0.07,-1.29,461066.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-08-04T13:56:16+00:00
ENGROH,329212942519.72,277.79,278.94,279.0,273.0,273.38,-4.41,-1.59,620065.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-08-04T13:56:16+00:00
LUCK,649581000000.0,449.08,450.0,451.99,442.5,443.4,-5.68,-1.26,1031670.0,Lucky Cement Limited,CEMENT,2026-08-04T13:56:16+00:00
NPL,23033456925.0,65.98,66.19,66.5,64.62,65.05,-0.93,-1.41,658446.0,Nishat Power Limited,POWER GENERATION,2026-08-04T13:56:16+00:00
