symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
CNERGY,73172721645.72,13.02,13.11,13.56,12.95,13.32,0.3,2.3,103841066.0,Cnergyico PK Limited,REFINERY,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
BOP,113294445516.97,34.84,34.8,35.0,34.0,34.63,-0.21,-0.6,15503638.0,The Bank of Punjab,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
KEL,195515575254.6,7.17,7.15,7.2,7.04,7.08,-0.09,-1.26,4361797.0,K-Electric Limited,POWER GENERATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PIBTL,29095451255.879997,16.19,16.19,16.3,16.0,16.29,0.1,0.62,7644739.0,Pakistan International Bulk Terminal,TRANSPORT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
MLCF,103373478157.44,99.05,98.75,99.3,96.49,98.68,-0.37,-0.37,6795494.0,Maple Leaf Cement Factory Limited,CEMENT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
SSGC,23018343154.17,26.81,26.64,26.94,25.85,26.13,-0.68,-2.54,4534340.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
FCCL,131546196408.6,53.61,53.61,54.12,52.8,53.63,0.02,0.04,4441642.0,Fauji Cement Company Limited,CEMENT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PPL,602340586100.76,223.23,222.01,225.3,218.4,221.37,-1.86,-0.83,3955208.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
LOTCHEM,39490523776.0,26.08,26.08,26.5,25.92,26.08,0.0,0.0,2181892.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
TPLRF1,17634350000.0,9.73,9.8,9.8,9.54,9.61,-0.12,-1.23,7986338.0,TPL REIT Fund I,REIT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PAEL,34923187632.810005,38.39,38.98,38.99,37.0,37.81,-0.58,-1.51,4424593.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
HUBC,267123005592.0,206.28,206.5,207.5,202.0,205.93,-0.35,-0.17,1996231.0,The Hub Power Company Limited,POWER GENERATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
DGKC,87860403712.37999,203.27,203.02,203.5,196.55,200.54,-2.73,-1.34,3661696.0,D.G. Khan Cement Company Limited,CEMENT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PSO,166733442495.0,359.73,359.1,360.75,352.71,355.15,-4.58,-1.27,829593.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
OGDC,1380770053536.0,320.66,321.0,322.5,318.23,321.04,0.38,0.12,2759179.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PSX,37917857946.0,48.52,48.65,48.84,47.0,47.31,-1.21,-2.49,2947245.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
BAFL,176169343792.30002,56.23,56.38,56.5,55.31,55.85,-0.38,-0.68,2416979.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
TRG,28414853646.5,54.58,54.6,54.85,51.5,52.1,-2.48,-4.54,1767069.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
AKBL,158133036475.77,110.33,109.6,110.55,107.55,109.11,-1.22,-1.11,1903276.0,Askari Bank Limited,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
PTC,247687619999.99997,65.66,65.75,66.44,63.23,65.63,-0.03,-0.05,5708947.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
FFL,37371053351.37,15.0,15.05,15.2,14.56,14.83,-0.17,-1.13,1697604.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
NBP,385973383424.04,184.05,183.7,184.01,180.56,181.42,-2.63,-1.43,1501590.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
SNGP,61474621338.450005,98.01,97.99,98.01,94.5,96.93,-1.08,-1.1,1729120.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
AHCL,65489504809.1,15.81,15.75,15.89,15.45,15.53,-0.28,-1.77,1660737.0,Arif Habib Corporation Limited,FERTILIZER,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
NPL,22505865060.0,64.62,64.62,65.25,62.8,63.56,-1.06,-1.64,833518.0,Nishat Power Limited,POWER GENERATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
HBL,455443035208.92,311.77,311.85,313.49,307.01,310.49,-1.28,-0.41,1116402.0,Habib Bank Limited,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
POWER,29191645438.02,22.33,22.34,22.95,22.02,22.62,0.29,1.3,909514.0,Power Cement Limited,CEMENT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
SYS,185236405568.2,126.64,126.0,126.9,124.01,125.72,-0.92,-0.73,860920.0,Systems Limited,TECH & COMMUNICATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
NML,48028539236.799995,137.92,137.92,138.87,135.0,136.6,-1.32,-0.96,893819.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
AICL,32833500000.0,93.94,92.76,95.99,91.4,93.81,-0.13,-0.14,718243.0,Adamjee Insurance Company Limited,INSURANCE,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
SEARL,48580973348.1,84.04,84.25,84.46,81.4,82.59,-1.45,-1.72,2329467.0,The Searle Company Limited,PHARMA,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
UBL,1059647392935.0,428.98,429.99,430.0,417.28,423.14,-5.84,-1.36,1800774.0,United Bank Limited,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
LUCK,614845850000.0,428.47,429.0,429.9,417.9,419.69,-8.78,-2.05,1367015.0,Lucky Cement Limited,CEMENT,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
ENGROH,323095443990.2,269.33,268.22,270.48,267.0,268.3,-1.03,-0.38,1685616.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
YOUW,870380125.0,5.16,5.29,5.29,5.02,5.05,-0.11,-2.13,1374020.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
CPHL,16197899080.000002,72.68,72.61,73.49,70.5,70.9,-1.78,-2.45,2058210.0,Citi Pharma Ltd.,PHARMA,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
HUMNL,11340000000.0,10.1,10.01,10.32,9.9,10.0,-0.1,-0.99,784000.0,Hum Network Limited,TECH & COMMUNICATION,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
EFERT,250649045681.25,189.52,189.0,189.0,185.7,187.71,-1.81,-0.95,432265.0,Engro Fertilizers Limited,FERTILIZER,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
MEBL,1012082436666.8799,564.8,562.02,567.39,558.0,560.06,-4.74,-0.84,683029.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-09-08T11:00:11+00:00,Closed,"Sep 8, 2026 3:59 PM"
