symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
DCR,88036283000.0,39.7,39.7,39.89,39.49,39.59,-0.11,-0.28,206580.0,Dolmen City REIT,REIT,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
HCAR,31895808000.000004,223.61,223.61,225.7,222.06,223.36,-0.25,-0.11,77104.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
AGP,42834400000.0,153.0,153.5,154.0,152.5,152.98,-0.02,-0.01,96597.0,AGP Limited,PHARMA,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
HMB,102991356169.20001,98.99,98.98,99.98,98.0,98.29,-0.7,-0.71,74454.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
POL,211940413401.6,746.4,747.01,749.01,745.0,746.65,0.25,0.03,99387.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
KOHC,83748820783.5,90.86,91.53,91.95,90.21,91.1,0.24,0.26,296367.0,Kohat Cement Company Limited,CEMENT,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
MCB,469686682778.04,398.42,398.0,400.49,396.0,396.34,-2.08,-0.52,121376.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
INIL,22116587922.0,163.34,164.5,168.0,163.4,167.7,4.36,2.67,263829.0,International Industries Limited,ENGINEERING,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
GLAXO,102727989864.45999,322.61,321.0,324.0,319.1,322.57,-0.04,-0.01,71084.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
MTL,118907514093.06,298.78,298.78,300.0,297.51,297.99,-0.79,-0.26,105345.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
CHCC,54344322128.6,277.25,280.0,281.89,277.02,279.7,2.45,0.88,171550.0,Cherat Cement Company Limited,CEMENT,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
GHNI,45904638083.399994,1075.58,1080.0,1089.0,1075.5,1077.35,1.77,0.17,68525.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
MEHT,4255800000.0000005,139.56,138.12,142.5,138.12,141.86,2.3,1.65,54336.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
ABL,194719804791.5,170.48,171.89,171.89,170.0,170.05,-0.43,-0.25,20159.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
SAZEW,105225537828.01999,1747.92,1752.92,1752.92,1735.0,1740.82,-7.1,-0.41,36767.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
HGFA,3875445000.0,13.7,13.7,13.87,13.65,13.67,-0.03,-0.22,17356.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
NATF,81471448722.5,350.24,350.0,352.0,345.01,349.49,-0.75,-0.21,84499.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
TGL,28514329676.56,165.34,166.96,166.96,165.0,165.62,0.28,0.17,30319.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
SRVI,84544608750.0,176.85,178.59,181.25,177.5,179.93,3.08,1.74,32752.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PGLC,819736292.7,17.06,16.51,17.46,16.51,16.57,-0.49,-2.87,5461.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
LCI,96552150870.0,209.42,209.3,209.9,208.01,209.08,-0.34,-0.16,17928.0,Lucky Core Industries Limited,CHEMICAL,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PIOC,56782655274.14,246.59,247.99,251.51,244.0,249.98,3.39,1.38,32769.0,Pioneer Cement Limited,CEMENT,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
INDU,140550948000.0,1794.8,1799.75,1799.8,1783.2,1788.18,-6.62,-0.37,6078.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
APL,71805450240.0,577.85,578.94,580.13,575.5,577.14,-0.71,-0.12,20274.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
ABOT,91013994757.31999,928.66,930.0,935.0,925.0,929.66,1.0,0.11,1890.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
HALEON,81071952240.8,696.7,693.89,698.9,690.0,692.6,-4.1,-0.59,7017.0,Haleon Pakistan Limited,PHARMA,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PABC,34081397012.519997,95.06,96.0,96.0,92.0,94.38,-0.68,-0.71,2709.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
FHAM,3435745500.0,31.0,31.44,31.44,30.98,31.0,0.0,0.0,59106.0,First Habib Modaraba,MODARABAS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
GADT,8208743677.38,295.28,295.25,295.25,290.02,292.86,-2.42,-0.82,6882.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
SHFA,28067186052.0,446.0,446.01,448.0,440.01,444.0,-2.0,-0.45,3080.0,Shifa International Hospitals Limited,MISC.,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
SCBPL,232682259762.1,60.0,61.5,62.8,60.0,60.1,0.1,0.17,14163.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
SSOM,2569366272.0,457.66,466.99,479.0,450.0,454.08,-3.58,-0.78,87176.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
BWCL,265910853634.51,445.07,445.0,448.94,444.97,445.97,0.9,0.2,6677.0,Bestway Cement Limited,CEMENT,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
MUREB,25860238895.109997,933.39,933.0,939.0,929.0,934.81,1.42,0.15,46797.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
THALL,43195428154.36,536.7,536.7,544.99,517.0,533.08,-3.62,-0.67,2059.0,Thal Limited,AUTO PARTS,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
HINOON,50226113529.28,938.51,939.52,950.0,938.0,947.96,9.45,1.01,3541.0,Highnoon Laboratories Limited,PHARMA,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PAKT,359088859842.24,1363.33,1365.0,1455.0,1364.55,1405.47,42.14,3.09,45950.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
COLG,275496699489.52,1133.13,1144.0,1144.0,1132.0,1134.79,1.66,0.15,1555.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
BNWM,624275437.5,65.67,65.1,66.2,65.1,65.67,0.0,0.0,105.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PKGS,64395251246.880005,706.83,712.98,724.97,712.98,720.47,13.64,1.93,6584.0,Packages Limited,PAPER & PACKAGING,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
PSEL,39752439320.0,1224.72,1224.71,1259.95,1215.02,1222.24,-2.48,-0.2,944.0,Pakistan Services Limited,MISC.,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
ATLH,196339376033.1,1579.1,1579.1,1591.0,1571.0,1582.26,3.16,0.2,2777.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
IBFL,82979889343.8,273.86,273.86,276.99,260.86,267.24,-6.62,-2.42,631.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
NESTLE,336493913280.0,7410.0,7405.0,7425.0,7384.0,7420.0,10.0,0.14,170.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
JDWS,52379743095.990005,904.0,862.5,919.49,862.5,906.59,2.59,0.29,327.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
UPFL,160840783000.0,25000.0,25500.0,25500.0,25000.0,25250.0,250.0,1.0,83.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
RMPL,83127600000.0,9000.71,9029.99,9030.0,9000.0,9000.0,-0.71,-0.01,30.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-22T11:00:41+00:00,Closed,"Sep 22, 2026 4:01 PM"
