symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,61801285173.75,11.06,11.15,11.4,10.9,11.25,0.19,1.72,56219311.0,Cnergyico PK Limited,REFINERY,2026-08-06T11:00:18+00:00
KEL,204904741297.9,7.32,7.32,7.45,7.26,7.42,0.1,1.37,12685679.0,K-Electric Limited,POWER GENERATION,2026-08-06T11:00:18+00:00
BOP,117776495484.0,34.75,35.01,36.38,35.01,36.0,1.25,3.6,66023844.0,The Bank of Punjab,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
PIBTL,30184967846.8,16.78,16.95,17.2,16.81,16.9,0.12,0.72,20540858.0,Pakistan International Bulk Terminal,TRANSPORT,2026-08-06T11:00:18+00:00
MLCF,107993229258.72,97.94,98.95,103.51,98.06,103.09,5.15,5.26,30408553.0,Maple Leaf Cement Factory Limited,CEMENT,2026-08-06T11:00:18+00:00
TPLRF1,18698650000.0,10.02,10.04,10.29,10.0,10.19,0.17,1.7,4425415.0,TPL REIT Fund I,REIT,2026-08-06T11:00:18+00:00
LOTCHEM,41186435840.0,27.12,27.24,27.31,27.08,27.2,0.08,0.3,3062090.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-08-06T11:00:18+00:00
SSGC,24004969420.25,27.08,27.45,27.47,26.97,27.25,0.17,0.63,6537370.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-08-06T11:00:18+00:00
PAEL,40991564854.380005,42.3,42.65,44.75,42.6,44.38,2.08,4.92,13424046.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-08-06T11:00:18+00:00
FCCL,139517949873.6,56.42,56.8,57.2,56.21,56.88,0.46,0.82,10972704.0,Fauji Cement Company Limited,CEMENT,2026-08-06T11:00:18+00:00
PSX,42013403372.0,52.77,53.0,53.3,52.01,52.42,-0.35,-0.66,2651689.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-08-06T11:00:18+00:00
PTC,276105840000.0,71.82,72.0,74.0,71.5,73.16,1.34,1.87,5377276.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-08-06T11:00:18+00:00
AKBL,156640258292.56,108.29,108.5,110.0,107.45,108.08,-0.21,-0.19,4434076.0,Askari Bank Limited,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
DGKC,96469443968.43,216.99,220.0,221.55,217.6,220.19,3.2,1.48,5467323.0,D.G. Khan Cement Company Limited,CEMENT,2026-08-06T11:00:18+00:00
BAFL,186610176880.08,58.97,59.1,59.8,58.71,59.16,0.19,0.32,5197729.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
NBP,441735495537.06,206.88,208.0,209.6,207.02,207.63,0.75,0.36,2674083.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
PPL,605360860079.0399,220.69,222.11,223.51,220.11,222.48,1.79,0.81,3599898.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-08-06T11:00:18+00:00
OGDC,1369802686116.0,316.3,317.5,319.5,316.35,318.49,2.19,0.69,3879780.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-08-06T11:00:18+00:00
FFL,41604591424.89001,16.41,16.58,16.7,16.4,16.51,0.1,0.61,2955187.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-08-06T11:00:18+00:00
TRG,34016015776.05,61.41,61.5,62.55,61.0,62.37,0.96,1.56,4710037.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-08-06T11:00:18+00:00
SNGP,66535670325.15,106.24,106.55,107.0,104.25,104.91,-1.33,-1.25,1875739.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-08-06T11:00:18+00:00
HUBC,290017780752.0,221.52,223.0,224.0,222.53,223.58,2.06,0.93,2169426.0,The Hub Power Company Limited,POWER GENERATION,2026-08-06T11:00:18+00:00
UBL,1197105551932.5,471.44,473.0,479.89,470.5,478.03,6.59,1.4,2514396.0,United Bank Limited,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
SEARL,54233753998.0,91.02,91.4,92.4,91.0,92.2,1.18,1.3,1993019.0,The Searle Company Limited,PHARMA,2026-08-06T11:00:18+00:00
HBL,477607176604.80005,322.04,324.9,326.99,320.05,325.6,3.56,1.11,4258277.0,Habib Bank Limited,COMMERCIAL BANKS,2026-08-06T11:00:18+00:00
PSO,165409527789.0,353.3,354.0,357.8,351.5,352.33,-0.97,-0.27,2382732.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-08-06T11:00:18+00:00
AHCL,68863078785.09999,16.03,16.05,16.66,16.05,16.33,0.3,1.87,8111794.0,Arif Habib Corporation Limited,FERTILIZER,2026-08-06T11:00:18+00:00
NML,54265920540.32,147.26,147.97,155.8,147.0,154.34,7.08,4.81,6056398.0,Nishat Mills Limited,TEXTILE COMPOSITE,2026-08-06T11:00:18+00:00
YOUW,941044650.0,5.41,5.54,5.54,5.4,5.46,0.05,0.92,1124822.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-08-06T11:00:18+00:00
ENGROH,341700828297.5,280.93,282.1,284.7,282.0,283.75,2.82,1.0,1058012.0,Engro Holdings Limited,INV. BANKS / SECURITIES,2026-08-06T11:00:18+00:00
LUCK,671892950000.0,451.97,453.91,460.5,453.91,458.63,6.66,1.47,1931851.0,Lucky Cement Limited,CEMENT,2026-08-06T11:00:18+00:00
SYS,201222843687.94998,136.21,136.99,138.6,136.4,136.57,0.36,0.26,2066392.0,Systems Limited,TECH & COMMUNICATION,2026-08-06T11:00:18+00:00
NPL,25558107930.000004,65.77,65.86,72.35,65.6,72.18,6.41,9.75,9024118.0,Nishat Power Limited,POWER GENERATION,2026-08-06T11:00:18+00:00
ILP,146338468459.2,104.65,104.7,105.9,104.0,104.4,-0.25,-0.24,309203.0,Interloop Limited,TEXTILE COMPOSITE,2026-08-06T11:00:18+00:00
FFC,840029829192.5,578.5,579.0,584.99,578.5,583.75,5.25,0.91,1590095.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-08-06T11:00:18+00:00
