symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,77128003896.84,14.27,14.4,14.42,13.96,14.04,-0.23,-1.61,49231723.0,Cnergyico PK Limited,REFINERY,2026-08-27T11:00:10+00:00
KEL,197448638851.75,7.12,7.2,7.23,7.13,7.15,0.03,0.42,7620786.0,K-Electric Limited,POWER GENERATION,2026-08-27T11:00:10+00:00
BOP,106489581333.45,32.9,32.95,32.99,32.45,32.55,-0.35,-1.06,7929656.0,The Bank of Punjab,COMMERCIAL BANKS,2026-08-27T11:00:10+00:00
PIBTL,29238338677.640003,16.39,16.4,16.59,16.32,16.37,-0.02,-0.12,5612468.0,Pakistan International Bulk Terminal,TRANSPORT,2026-08-27T11:00:10+00:00
MLCF,106945666650.72,103.42,104.4,105.45,101.65,102.09,-1.33,-1.29,17095624.0,Maple Leaf Cement Factory Limited,CEMENT,2026-08-27T11:00:10+00:00
SSGC,24656847488.91,28.34,28.45,28.55,27.85,27.99,-0.35,-1.23,4198258.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-08-27T11:00:10+00:00
LOTCHEM,42564364392.0,28.19,28.48,28.5,27.99,28.11,-0.08,-0.28,2833593.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-08-27T11:00:10+00:00
FCCL,139616063762.4,57.71,57.99,58.03,56.7,56.92,-0.79,-1.37,4399629.0,Fauji Cement Company Limited,CEMENT,2026-08-27T11:00:10+00:00
TPLRF1,17597650000.0,9.67,9.79,9.79,9.55,9.59,-0.08,-0.83,710939.0,TPL REIT Fund I,REIT,2026-08-27T11:00:10+00:00
PPL,646583518431.24,243.52,244.26,245.44,236.8,237.63,-5.89,-2.42,5198412.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-08-27T11:00:10+00:00
PSX,39865446084.0,51.34,51.65,52.24,49.39,49.74,-1.6,-3.12,4468600.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-08-27T11:00:10+00:00
DGKC,94331422775.07,221.41,222.9,223.7,213.1,215.31,-6.1,-2.76,6770759.0,D.G. Khan Cement Company Limited,CEMENT,2026-08-27T11:00:10+00:00
PAEL,37453987265.549995,40.88,41.12,42.24,40.25,40.55,-0.33,-0.81,12238379.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-08-27T11:00:10+00:00
HUBC,273323403624.0,207.28,208.9,214.0,208.0,210.71,3.43,1.65,9105654.0,The Hub Power Company Limited,POWER GENERATION,2026-08-27T11:00:10+00:00
OGDC,1392984690192.0,327.43,328.0,330.97,323.0,323.88,-3.55,-1.08,2768188.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-08-27T11:00:10+00:00
PSO,170310829041.0,373.67,373.01,374.95,361.51,362.77,-10.9,-2.92,3234659.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-08-27T11:00:10+00:00
PTC,264104520000.0,70.14,70.15,70.5,69.8,69.98,-0.16,-0.23,1167911.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-08-27T11:00:10+00:00
TRG,29920131881.9,55.22,56.0,56.0,54.71,54.86,-0.36,-0.65,1662843.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-08-27T11:00:10+00:00
BAFL,182635720780.19998,57.35,57.35,58.0,57.25,57.9,0.55,0.96,1408230.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-08-27T11:00:10+00:00
AKBL,153495279013.37,104.05,104.1,106.49,103.01,105.91,1.86,1.79,3303031.0,Askari Bank Limited,COMMERCIAL BANKS,2026-08-27T11:00:10+00:00
SNGP,64715468496.600006,103.42,103.89,103.9,101.83,102.04,-1.38,-1.33,2931673.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-08-27T11:00:10+00:00
FFL,40067413910.1,15.75,15.9,16.06,15.74,15.9,0.15,0.95,3080769.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-08-27T11:00:10+00:00
AHCL,68357042688.700005,16.27,16.26,16.4,16.15,16.21,-0.06,-0.37,1239771.0,Arif Habib Corporation Limited,FERTILIZER,2026-08-27T11:00:10+00:00
