symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,82401713565.0,15.46,15.45,15.55,14.85,15.0,-0.46,-2.97,191729197.0,Cnergyico PK Limited,REFINERY,2026-09-01T11:00:11+00:00
BOP,112640131653.17,34.99,35.19,35.19,34.34,34.43,-0.56,-1.6,22463823.0,The Bank of Punjab,COMMERCIAL BANKS,2026-09-01T11:00:11+00:00
KEL,200210158276.25,7.24,7.24,7.29,7.18,7.25,0.01,0.14,9290138.0,K-Electric Limited,POWER GENERATION,2026-09-01T11:00:11+00:00
PIBTL,29452669810.28,16.23,16.24,17.0,16.19,16.49,0.26,1.6,39683189.0,Pakistan International Bulk Terminal,TRANSPORT,2026-09-01T11:00:11+00:00
MLCF,103991540096.15999,99.58,99.55,100.39,98.81,99.27,-0.31,-0.31,3377583.0,Maple Leaf Cement Factory Limited,CEMENT,2026-09-01T11:00:11+00:00
SSGC,24612801673.460003,27.66,27.7,28.55,27.52,27.94,0.28,1.01,10344586.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-09-01T11:00:11+00:00
LOTCHEM,41655840072.0,27.46,28.0,28.48,27.38,27.51,0.05,0.18,21084102.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-09-01T11:00:11+00:00
FCCL,133116018629.40001,55.31,55.5,55.9,54.1,54.27,-1.04,-1.88,4737174.0,Fauji Cement Company Limited,CEMENT,2026-09-01T11:00:11+00:00
PPL,631917503347.52,234.5,236.0,237.0,231.9,232.24,-2.26,-0.96,4190546.0,Pakistan Petroleum Limited,OIL & GAS EXPLORATION,2026-09-01T11:00:11+00:00
TPLRF1,18019700000.0,9.7,9.8,9.94,9.65,9.82,0.12,1.24,8037104.0,TPL REIT Fund I,REIT,2026-09-01T11:00:11+00:00
DGKC,91045529547.57,209.58,210.0,211.0,207.2,207.81,-1.77,-0.84,1629093.0,D.G. Khan Cement Company Limited,CEMENT,2026-09-01T11:00:11+00:00
PAEL,35791418163.75,39.36,39.39,39.47,38.6,38.75,-0.61,-1.55,8454024.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-09-01T11:00:11+00:00
HUBC,271688989080.0,209.67,209.69,210.45,208.98,209.45,-0.22,-0.1,1373046.0,The Hub Power Company Limited,POWER GENERATION,2026-09-01T11:00:11+00:00
PSX,39689121232.0,49.7,49.75,50.24,49.29,49.52,-0.18,-0.36,715076.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-09-01T11:00:11+00:00
PSO,171320196636.0,363.84,365.25,370.9,364.0,364.92,1.08,0.3,3337078.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-09-01T11:00:11+00:00
OGDC,1426574940996.0,328.7,330.0,334.98,329.51,331.69,2.99,0.91,6607093.0,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION,2026-09-01T11:00:11+00:00
TRG,30274635814.149998,56.64,56.7,56.7,55.39,55.51,-1.13,-1.99,1869432.0,TRG Pakistan Limited,TECH & COMMUNICATION,2026-09-01T11:00:11+00:00
BAFL,180995469056.44,58.68,58.47,58.47,56.5,57.38,-1.3,-2.21,5056834.0,Bank Alfalah Limited,COMMERCIAL BANKS,2026-09-01T11:00:11+00:00
PTC,259651200000.0,69.42,69.69,69.88,68.68,68.8,-0.62,-0.89,433408.0,Pakistan Telecommunication Company Ltd,TECH & COMMUNICATION,2026-09-01T11:00:11+00:00
AKBL,151031470361.47,106.34,105.53,106.34,101.42,104.21,-2.13,-2.0,5089991.0,Askari Bank Limited,COMMERCIAL BANKS,2026-09-01T11:00:11+00:00
SNGP,64506176997.149994,101.86,101.9,102.98,100.91,101.71,-0.15,-0.15,2055204.0,Sui Northern Gas Pipelines Limited,OIL & GAS MKTNG,2026-09-01T11:00:11+00:00
FFL,39059428654.5,15.61,15.65,15.7,15.46,15.5,-0.11,-0.7,1372635.0,Fauji Foods Limited,FOOD & PERSONAL CARE,2026-09-01T11:00:11+00:00
NBP,394823836929.96,187.08,187.2,189.49,184.91,185.58,-1.5,-0.8,3656956.0,National Bank of Pakistan,COMMERCIAL BANKS,2026-09-01T11:00:11+00:00
NPL,23886810209.999996,68.18,68.55,69.0,67.2,67.46,-0.72,-1.06,550372.0,Nishat Power Limited,POWER GENERATION,2026-09-01T11:00:11+00:00
AHCL,67555818869.4,16.21,16.31,16.35,15.97,16.02,-0.19,-1.17,1796551.0,Arif Habib Corporation Limited,FERTILIZER,2026-09-01T11:00:11+00:00
HBL,463114673825.76,318.05,319.0,320.0,315.0,315.72,-2.33,-0.73,667279.0,Habib Bank Limited,COMMERCIAL BANKS,2026-09-01T11:00:11+00:00
YOUW,884168325.0,5.14,5.19,5.22,5.1,5.13,-0.01,-0.19,339947.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-01T11:00:11+00:00
