symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,79380317400.95,13.19,13.31,14.51,13.16,14.45,1.26,9.55,250241677.0,Cnergyico PK Limited,REFINERY,2026-08-21T12:00:16+00:00
KEL,197448638851.75,7.15,7.2,7.25,7.06,7.15,0.0,0.0,27103753.0,K-Electric Limited,POWER GENERATION,2026-08-21T12:00:16+00:00
BOP,107405620742.76999,33.56,33.57,33.68,32.55,32.83,-0.73,-2.17,16771129.0,The Bank of Punjab,COMMERCIAL BANKS,2026-08-21T12:00:16+00:00
PIBTL,29238338677.640003,16.33,16.26,16.45,16.2,16.37,0.04,0.25,4737491.0,Pakistan International Bulk Terminal,TRANSPORT,2026-08-21T12:00:16+00:00
MLCF,102556379323.20001,97.0,97.1,98.26,95.51,97.9,0.9,0.93,6353458.0,Maple Leaf Cement Factory Limited,CEMENT,2026-08-21T12:00:16+00:00
LOTCHEM,41352998632.0,27.01,27.09,27.65,27.06,27.31,0.3,1.11,6804208.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-08-21T12:00:16+00:00
SSGC,24251625986.77,27.66,28.09,28.09,27.1,27.53,-0.13,-0.47,4888577.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-08-21T12:00:16+00:00
TPLRF1,17726100000.0,9.71,9.8,9.84,9.51,9.66,-0.05,-0.51,1751495.0,TPL REIT Fund I,REIT,2026-08-21T12:00:16+00:00
FCCL,135814150571.4,55.39,55.7,55.74,54.6,55.37,-0.02,-0.04,2373631.0,Fauji Cement Company Limited,CEMENT,2026-08-21T12:00:16+00:00
PAEL,37315439840.4,40.74,40.62,41.09,40.01,40.4,-0.34,-0.83,3550325.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-08-21T12:00:16+00:00
PSX,40642878386.0,50.71,51.4,51.4,50.01,50.71,0.0,0.0,1014440.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-08-21T12:00:16+00:00
