symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
CNERGY,76963200469.70999,14.79,14.65,14.9,13.6,14.01,-0.78,-5.27,217459558.0,Cnergyico PK Limited,REFINERY,2026-08-19T11:00:16+00:00
KEL,198277094679.1,7.26,7.26,7.39,7.11,7.18,-0.08,-1.1,26200478.0,K-Electric Limited,POWER GENERATION,2026-08-19T11:00:16+00:00
BOP,109826582038.83,33.76,33.7,34.15,33.5,33.57,-0.19,-0.56,13036626.0,The Bank of Punjab,COMMERCIAL BANKS,2026-08-19T11:00:16+00:00
MLCF,102797318723.04,99.41,98.53,99.7,97.31,98.13,-1.28,-1.29,7687663.0,Maple Leaf Cement Factory Limited,CEMENT,2026-08-19T11:00:16+00:00
PIBTL,29345504243.96,16.77,16.79,16.9,16.33,16.43,-0.34,-2.03,14554134.0,Pakistan International Bulk Terminal,TRANSPORT,2026-08-19T11:00:16+00:00
LOTCHEM,40944162688.0,26.98,27.03,27.6,26.97,27.04,0.06,0.22,5599362.0,Lotte Chemical Pakistan Limited,CHEMICAL,2026-08-19T11:00:16+00:00
SSGC,25097305643.41,28.68,29.49,29.99,28.2,28.49,-0.19,-0.66,17555691.0,Sui Southern Gas Company Limited,OIL & GAS MKTNG,2026-08-19T11:00:16+00:00
TPLRF1,18093100000.0,9.88,9.81,10.0,9.75,9.86,-0.02,-0.2,1612108.0,TPL REIT Fund I,REIT,2026-08-19T11:00:16+00:00
FCCL,136721704042.8,55.87,55.26,56.37,55.25,55.74,-0.13,-0.23,3731135.0,Fauji Cement Company Limited,CEMENT,2026-08-19T11:00:16+00:00
PAEL,37897339026.03,41.99,41.82,42.25,40.88,41.03,-0.96,-2.29,2667728.0,Pak Elektron Limited,CABLE & ELECTRICAL,2026-08-19T11:00:16+00:00
PSX,40875306600.0,51.78,51.78,52.6,50.81,51.0,-0.78,-1.51,1963600.0,Pakistan Stock Exchange Limited,INV. BANKS / SECURITIES,2026-08-19T11:00:16+00:00
