symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
PSO,158245365231.0,340.36,339.98,340.51,336.0,337.07,-3.29,-0.97,1644272.0,Pakistan State Oil Company Limited,OIL & GAS MKTNG,2026-07-30T11:35:27+00:00
HBL,441962660660.4,303.25,301.01,304.0,298.72,301.3,-1.95,-0.64,790541.0,Habib Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
POWER,25733041999.74,20.41,20.31,20.99,19.68,19.94,-0.47,-2.3,1692021.0,Power Cement Limited,CEMENT,2026-07-30T11:35:27+00:00
NPL,23316727724.999996,66.25,65.9,66.73,65.4,65.85,-0.4,-0.6,535022.0,Nishat Power Limited,POWER GENERATION,2026-07-30T11:35:27+00:00
LUCK,641538150000.0,445.76,445.7,445.7,435.4,437.91,-7.85,-1.76,1458139.0,Lucky Cement Limited,CEMENT,2026-07-30T11:35:27+00:00
ILP,143464964049.8,102.89,101.51,103.75,101.5,102.35,-0.54,-0.52,718005.0,Interloop Limited,TEXTILE COMPOSITE,2026-07-30T11:35:27+00:00
SYS,191498374416.95,132.53,133.0,133.0,129.7,129.97,-2.56,-1.93,1555772.0,Systems Limited,TECH & COMMUNICATION,2026-07-30T11:35:27+00:00
HUMNL,11827620000.0,10.49,10.5,10.5,10.34,10.43,-0.06,-0.57,529604.0,Hum Network Limited,TECH & COMMUNICATION,2026-07-30T11:35:27+00:00
MEBL,1006239967270.2001,555.82,551.0,563.0,551.0,558.85,3.03,0.55,903940.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
AIRLINK,52962124261.69,137.07,136.32,136.9,132.34,133.99,-3.08,-2.25,695158.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-07-30T11:35:27+00:00
FATIMA,325962000000.0,154.63,154.0,156.0,152.96,155.22,0.59,0.38,373613.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-07-30T11:35:27+00:00
FFC,813148874658.3401,558.73,559.99,568.05,559.0,565.07,6.34,1.14,2381799.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-07-30T11:35:27+00:00
JVDC,55247616441.82,145.22,145.0,145.85,143.05,145.06,-0.16,-0.11,427917.0,Javedan Corporation Limited,PROPERTY,2026-07-30T11:35:27+00:00
FABL,151496467225.31998,100.29,100.0,100.95,99.6,99.82,-0.47,-0.47,238341.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
GAL,33753460350.0,591.55,588.0,595.99,583.0,592.14,0.59,0.1,495000.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
EFERT,253893823162.49997,187.21,180.15,191.6,180.15,190.14,2.93,1.57,3312646.0,Engro Fertilizers Limited,FERTILIZER,2026-07-30T11:35:27+00:00
CPHL,16787328976.0,74.37,74.0,74.0,73.02,73.48,-0.89,-1.2,176898.0,Citi Pharma Ltd.,PHARMA,2026-07-30T11:35:27+00:00
KAPCO,24101333382.64,27.6,27.6,27.65,27.01,27.38,-0.22,-0.8,753503.0,Kot Addu Power Company Limited,POWER GENERATION,2026-07-30T11:35:27+00:00
MARI,776586645450.0,650.28,648.0,657.0,645.01,646.82,-3.46,-0.53,418289.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-07-30T11:35:27+00:00
HCAR,34510476000.0,244.72,242.98,245.9,240.55,241.67,-3.05,-1.25,739271.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
AICL,31052000000.0,89.29,86.2,90.0,85.05,88.72,-0.57,-0.64,684678.0,Adamjee Insurance Company Limited,INSURANCE,2026-07-30T11:35:27+00:00
KOHC,85688557466.84999,95.07,94.61,95.49,91.0,93.21,-1.86,-1.96,375999.0,Kohat Cement Company Limited,CEMENT,2026-07-30T11:35:27+00:00
KTML,57737803366.4,44.29,44.2,45.68,42.5,42.88,-1.41,-3.18,821287.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-07-30T11:35:27+00:00
GHGL,39068855869.04,39.52,39.52,39.52,38.1,39.08,-0.44,-1.11,234532.0,Ghani Glass Limited,GLASS & CERAMICS,2026-07-30T11:35:27+00:00
ATRL,103509452475.0,959.46,955.0,975.0,950.0,970.86,11.4,1.19,371633.0,Attock Refinery Limited,REFINERY,2026-07-30T11:35:27+00:00
AGP,53667600000.0,192.17,191.0,192.5,190.0,191.67,-0.5,-0.26,70432.0,AGP Limited,PHARMA,2026-07-30T11:35:27+00:00
BAHL,188764493162.96,169.47,169.01,171.1,168.22,169.84,0.37,0.22,758107.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
ISL,36861900000.0,87.29,86.9,87.0,84.0,84.74,-2.55,-2.92,224006.0,International Steels Limited,ENGINEERING,2026-07-30T11:35:27+00:00
MCB,482307571841.94,406.88,402.02,410.0,402.02,406.99,0.11,0.03,90673.0,MCB Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
DCRXD,84211519000.0,37.89,37.9,37.98,37.64,37.87,-0.02,-0.05,256359.0,DCRXD,Unknown,2026-07-30T11:35:27+00:00
HMB,118562131962.0,113.72,112.56,113.99,112.56,113.15,-0.57,-0.5,51010.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
CHCC,60355810604.32,310.24,309.0,312.0,308.0,310.64,0.4,0.13,50998.0,Cherat Cement Company Limited,CEMENT,2026-07-30T11:35:27+00:00
PIOC,61296101791.05,276.22,274.0,275.79,269.0,269.85,-6.37,-2.31,257299.0,Pioneer Cement Limited,CEMENT,2026-07-30T11:35:27+00:00
GHNI,51114847527.72,1209.38,1180.0,1218.0,1180.0,1199.63,-9.75,-0.81,77755.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
MTL,119242700884.01999,296.57,295.01,303.5,295.01,298.83,2.26,0.76,435590.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
GLAXO,109989043802.86,350.0,348.01,349.45,344.97,345.37,-4.63,-1.32,118670.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-07-30T11:35:27+00:00
HGFAXD,4286520000.0,15.0,15.01,15.72,14.72,15.12,0.12,0.8,40931.0,HGFAXD,Unknown,2026-07-30T11:35:27+00:00
TGL,32064417093.120003,190.01,188.2,192.8,185.56,186.24,-3.77,-1.98,129610.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-07-30T11:35:27+00:00
NATF,88851877537.5,382.94,382.0,383.9,378.0,381.15,-1.79,-0.47,73891.0,National Foods Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
INIL,21097141144.2,163.27,162.65,164.84,148.0,159.97,-3.3,-2.02,164483.0,International Industries Limited,ENGINEERING,2026-07-30T11:35:27+00:00
SAZEW,115954091445.91,1934.0,1910.0,1929.0,1905.0,1918.31,-15.69,-0.81,49494.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
POL,193873036032.0,685.41,680.0,686.0,680.0,683.0,-2.41,-0.35,99390.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-07-30T11:35:27+00:00
LCI,104134828875.0,228.98,229.0,229.0,224.0,225.5,-3.48,-1.52,80378.0,Lucky Core Industries Limited,CHEMICAL,2026-07-30T11:35:27+00:00
PABC,36966651961.98,103.56,103.56,104.9,102.0,102.37,-1.19,-1.15,20581.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-07-30T11:35:27+00:00
ABL,203571225497.4,176.91,176.91,180.0,176.91,177.78,0.87,0.49,23049.0,Allied Bank Limited,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
HALEON,87943051860.4,753.71,745.1,753.99,745.1,751.3,-2.41,-0.32,23277.0,Haleon Pakistan Limited,PHARMA,2026-07-30T11:35:27+00:00
APL,66169405440.00001,537.96,537.96,538.0,529.0,531.84,-6.12,-1.14,34382.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-07-30T11:35:27+00:00
PGLC,758392116.3,14.99,14.8,15.57,14.51,15.33,0.34,2.27,21793.0,Pak-Gulf Leasing Company Limited,LEASING,2026-07-30T11:35:27+00:00
ABOT,89625768474.96,924.12,924.0,924.0,910.25,915.48,-8.64,-0.93,8760.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-07-30T11:35:27+00:00
HINOON,51524206045.28,988.11,988.0,988.0,955.0,972.46,-15.65,-1.58,19249.0,Highnoon Laboratories Limited,PHARMA,2026-07-30T11:35:27+00:00
SHFA,33020665103.88,525.9,518.0,532.92,518.0,522.36,-3.54,-0.67,3432.0,Shifa International Hospitals Limited,MISC.,2026-07-30T11:35:27+00:00
SSOM,2578589464.0,459.89,456.14,464.0,454.0,455.71,-4.18,-0.91,10388.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-07-30T11:35:27+00:00
MEHT,5799600000.0,189.65,192.0,199.0,189.0,193.32,3.67,1.93,10095.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-07-30T11:35:27+00:00
SCBPL,247936304744.84003,63.76,63.51,64.1,63.4,64.04,0.28,0.44,5193.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-07-30T11:35:27+00:00
SRVI,96200797875.0,2064.58,2064.6,2070.0,2040.0,2047.37,-17.21,-0.83,10292.0,Service Industries Limited,LEATHER & TANNERIES,2026-07-30T11:35:27+00:00
INDU,151881138000.0,1938.02,1931.11,1942.0,1919.0,1932.33,-5.69,-0.29,43766.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
FHAM,3739421070.0,33.23,33.3,33.99,32.85,33.74,0.51,1.54,16746.0,First Habib Modaraba,MODARABAS,2026-07-30T11:35:27+00:00
THALL,47402501445.0,580.1,580.1,585.0,580.1,585.0,4.9,0.85,289.0,Thal Limited,AUTO PARTS,2026-07-30T11:35:27+00:00
GADT,7708415620.83,276.1,275.0,277.0,275.0,275.01,-1.09,-0.39,2308.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-07-30T11:35:27+00:00
BWCL,296755010099.1,499.47,499.4,499.4,495.02,497.7,-1.77,-0.35,6699.0,Bestway Cement Limited,CEMENT,2026-07-30T11:35:27+00:00
PAKT,372995386940.80005,1459.79,1467.0,1467.0,1440.56,1459.9,0.11,0.01,3529.0,Pakistan Tobacco Company Limited,TOBACCO,2026-07-30T11:35:27+00:00
PKGS,70612489545.12,801.0,800.0,803.97,789.0,790.03,-10.97,-1.37,3086.0,Packages Limited,PAPER & PACKAGING,2026-07-30T11:35:27+00:00
BNWM,641196562.5,66.11,67.0,67.89,66.0,67.45,1.34,2.03,10934.0,Bannu Woollen Mills Limited,WOOLLEN,2026-07-30T11:35:27+00:00
MUREB,25062696413.38,906.32,906.4,909.0,901.0,905.98,-0.34,-0.04,2962.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
COLG,299536110467.27997,1230.54,1231.0,1237.99,1221.0,1233.81,3.27,0.27,1685.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
ATLH,202846547344.5,1631.14,1631.14,1670.0,1631.0,1634.7,3.56,0.22,6523.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-07-30T11:35:27+00:00
IBFL,93152098500.0,290.36,285.05,301.0,285.0,300.0,9.64,3.32,520.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-07-30T11:35:27+00:00
JDWS,52853511716.189995,918.45,901.2,920.99,901.2,914.79,-3.66,-0.4,146.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-07-30T11:35:27+00:00
PSEL,28775830187.5,890.4,899.97,899.97,882.01,884.75,-5.65,-0.63,186.0,Pakistan Services Limited,MISC.,2026-07-30T11:35:27+00:00
NESTLE,354719004097.92,7822.14,7800.0,7850.0,7751.0,7821.88,-0.26,0.0,143.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
RMPL,85485375828.0,9236.78,9419.0,9419.0,9218.2,9255.27,18.49,0.2,7.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
UPFL,161159343299.31998,25480.0,25301.0,25399.0,25300.01,25300.01,-179.99,-0.71,4.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-07-30T11:35:27+00:00
