symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc,market_state,market_state_at_karachi
LUCK,596181750000.0,403.92,408.92,409.97,400.75,406.95,3.03,0.75,777729.0,Lucky Cement Limited,CEMENT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
YOUW,820397900.0,4.64,4.64,4.88,4.64,4.76,0.12,2.59,919737.0,Yousaf Weaving Mills Limited,TEXTILE WEAVING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MEBL,982807474209.28,541.71,545.0,548.1,542.5,543.86,2.15,0.4,267479.0,Meezan Bank Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
KAPCO,23115449767.280003,25.99,26.0,26.45,25.8,26.26,0.27,1.04,491050.0,Kot Addu Power Company Limited,POWER GENERATION,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ATRL,117244823962.5,1102.82,1109.97,1119.77,1086.0,1099.69,-3.13,-0.28,306813.0,Attock Refinery Limited,REFINERY,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
EFERT,249741042106.25,187.79,188.1,188.99,186.51,187.03,-0.76,-0.4,238844.0,Engro Fertilizers Limited,FERTILIZER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
FATIMA,308637000000.0,146.72,146.76,148.35,146.07,146.97,0.25,0.17,168300.0,Fatima Fertilizer Company Limited,FERTILIZER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ILP,135727527786.44,96.47,97.3,97.98,96.51,96.83,0.36,0.37,663122.0,Interloop Limited,TEXTILE COMPOSITE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
FFC,764135742354.62,531.76,534.03,534.9,529.5,531.01,-0.75,-0.14,494913.0,Fauji Fertilizer Company Limited,FERTILIZER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MARI,780668761950.0,640.43,643.0,653.97,638.99,650.22,9.79,1.53,769004.0,Mari Energies Limited,OIL & GAS EXPLORATION,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
FABL,141130599952.74,92.04,92.62,93.09,92.01,92.99,0.95,1.03,193896.0,Faysal Bank Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
GAL,31175807299.999996,542.99,545.0,559.0,529.0,546.92,3.93,0.72,1378486.0,Ghandhara Automobiles Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
KTML,57872453094.399994,41.39,41.3,43.4,41.3,42.98,1.59,3.84,163281.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ISL,34795650000.0,79.01,80.25,80.88,79.3,79.99,0.98,1.24,281198.0,International Steels Limited,ENGINEERING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
JVDC,53217630259.31,135.73,137.1,141.0,135.0,139.73,4.0,2.95,796482.0,Javedan Corporation Limited,PROPERTY,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
GHGL,40198533635.98,39.12,39.98,41.18,39.3,40.21,1.09,2.79,862916.0,Ghani Glass Limited,GLASS & CERAMICS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
AIRLINK,48839466182.36,123.04,124.8,124.8,123.0,123.56,0.52,0.42,255618.0,Air Link Communication Limited,TECH & COMMUNICATION,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
BAHL,168747721366.77002,151.91,152.0,152.95,150.75,151.83,-0.08,-0.05,1332255.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
DCR,88369838000.0,39.76,40.0,40.1,39.6,39.74,-0.02,-0.05,312741.0,Dolmen City REIT,REIT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
HCAR,31687320000.0,219.42,219.0,224.5,218.5,221.9,2.48,1.13,343135.0,Honda Atlas Cars (Pakistan) Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
AGP,42252000000.0,150.15,151.0,152.35,150.0,150.9,0.75,0.5,212207.0,AGP Limited,PHARMA,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
POL,210101032327.68,733.42,733.4,744.23,733.4,740.17,6.75,0.92,143428.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
HMB,102373135596.0,97.17,98.45,98.72,97.5,97.7,0.53,0.55,672252.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
KOHC,82893865752.45,90.71,91.01,91.9,89.27,90.17,-0.54,-0.6,323249.0,Kohat Cement Company Limited,CEMENT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MCB,462611874542.22003,390.01,390.51,391.99,389.5,390.37,0.36,0.09,408637.0,MCB Bank Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MEHT,4137000000.0,142.5,143.98,145.0,137.0,137.9,-4.6,-3.23,106133.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MTL,119039194618.08,300.45,299.0,302.99,297.5,298.32,-2.13,-0.71,281313.0,Millat Tractors Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
INIL,21118242241.8,158.44,160.5,163.0,159.08,160.13,1.69,1.07,432446.0,International Industries Limited,ENGINEERING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
CHCC,52584009084.32,266.45,266.45,275.0,265.0,270.64,4.19,1.57,119607.0,Cherat Cement Company Limited,CEMENT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
GLAXO,100192990331.58,311.33,312.0,316.5,309.0,314.61,3.28,1.05,174861.0,GlaxoSmithKline Pakistan Limited,PHARMA,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
GHNI,47001815816.399994,1154.73,1159.0,1173.0,1084.98,1103.1,-51.63,-4.47,325363.0,Ghandhara Industries Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ABL,194891565866.0,169.75,171.94,171.94,169.5,170.2,0.45,0.27,18070.0,Allied Bank Limited,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
SAZEW,105930337733.28,1748.5,1750.01,1768.99,1748.5,1752.48,3.98,0.23,72694.0,Sazgar Engineering Works Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
HGFA,3841425000.0,13.57,13.57,13.78,13.31,13.55,-0.02,-0.15,11184.0,HBL Growth Fund,CLOSED-END MUTUAL FUND,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PGLC,851397803.1,15.92,16.38,17.49,15.91,17.21,1.29,8.1,27619.0,Pak-Gulf Leasing Company Limited,LEASING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
SRVI,84577500000.0,178.01,179.9,180.5,177.0,180.0,1.99,1.12,22880.0,Service Industries Limited,LEATHER & TANNERIES,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PIOC,54970007906.0,239.04,239.99,242.95,239.99,242.0,2.96,1.24,43316.0,Pioneer Cement Limited,CEMENT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
TGL,28121788487.920002,163.04,164.9,165.23,162.11,163.34,0.3,0.18,145221.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
LCI,98921160502.5,216.52,216.0,218.0,213.5,214.21,-2.31,-1.07,117827.0,Lucky Core Industries Limited,CHEMICAL,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
NATF,81625304787.5,348.64,353.0,353.0,344.0,350.15,1.51,0.43,133635.0,National Foods Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
INDU,143286228000.0,1815.84,1822.0,1835.0,1820.0,1822.98,7.14,0.39,3767.0,Indus Motor Company Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
APL,71034071040.0,574.75,579.44,579.44,570.0,570.94,-3.81,-0.66,37375.0,Attock Petroleum Limited,OIL & GAS MKTNG,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
GADT,8436624187.17,299.33,303.0,303.0,295.0,300.99,1.66,0.56,6303.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ABOT,89614999441.74,911.18,912.36,920.0,910.0,915.37,4.19,0.46,5980.0,Abbott Laboratories (Pakistan) Limited,PHARMA,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
HALEON,82004876669.56001,693.29,699.0,719.49,687.0,700.57,7.28,1.05,30634.0,Haleon Pakistan Limited,PHARMA,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PABC,33731122006.14,91.79,92.7,94.8,91.05,93.41,1.62,1.77,28416.0,Pakistan Aluminium Beverage Cans Limited,MISC.,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
FHAM,3433528890.0,31.0,31.29,31.8,30.51,30.98,-0.02,-0.06,26936.0,First Habib Modaraba,MODARABAS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
SHFA,27063341649.96,431.05,432.0,469.9,425.57,428.12,-2.93,-0.68,39638.0,Shifa International Hospitals Limited,MISC.,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
SCBPL,235198790025.75,60.73,60.9,62.0,59.11,60.75,0.02,0.03,5243.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
THALL,43189756060.17,530.22,531.0,544.5,531.0,533.01,2.79,0.53,818.0,Thal Limited,AUTO PARTS,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
BWCL,258881033322.94,434.1,435.0,438.99,430.0,434.18,0.08,0.02,26577.0,Bestway Cement Limited,CEMENT,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
SSOM,2452011056.0,444.28,444.28,464.0,420.0,433.34,-10.94,-2.46,73176.0,S.S.Oil Mills Limited,VANASPATI & ALLIED,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
HINOON,47960544713.600006,910.09,911.11,912.99,904.01,905.2,-4.89,-0.54,10948.0,Highnoon Laboratories Limited,PHARMA,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
MUREB,25205440749.34,916.43,915.0,915.0,895.0,911.14,-5.29,-0.58,300.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PAKT,345376508025.6,1335.86,1345.0,1360.0,1336.38,1351.8,15.94,1.19,1537.0,Pakistan Tobacco Company Limited,TOBACCO,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
COLG,273197636452.15997,1137.0,1137.51,1149.9,1120.0,1125.32,-11.68,-1.03,3713.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
BNWM,600224625.0,62.9,64.68,64.68,63.0,63.14,0.24,0.38,1232.0,Bannu Woollen Mills Limited,WOOLLEN,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PKGS,63904557769.92,711.94,711.94,719.99,705.0,714.98,3.04,0.43,2058.0,Packages Limited,PAPER & PACKAGING,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
ATLH,195524118300.15,1581.19,1588.76,1588.77,1572.11,1575.69,-5.5,-0.35,5906.0,Atlas Honda Limited,AUTO ASSEMBLER,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
PSEL,42954776975.0,1337.43,1345.0,1359.98,1300.02,1320.7,-16.73,-1.25,4367.0,Pakistan Services Limited,MISC.,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
IBFL,90034608270.2,278.76,306.64,306.64,282.0,289.96,11.2,4.02,14553.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
NESTLE,339668384160.0,7499.59,7499.59,7523.11,7451.01,7490.0,-9.59,-0.13,130.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
JDWS,51018524962.83,867.32,868.01,888.0,868.0,883.03,15.71,1.81,39.0,JDW Sugar Mills Limited,SUGAR & ALLIED,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
UPFL,157974313600.0,24041.83,24410.0,25199.0,24410.0,24800.0,758.17,3.15,439.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
RMPL,83589420000.0,9095.0,9139.99,9139.99,9032.0,9050.0,-45.0,-0.5,56.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE,2026-09-17T11:19:39+00:00,Closed,"Sep 17, 2026 4:20 PM"
