symbol,market_cap,ldcp,open,high,low,close,change,percent_change,volume,company,sector,downloaded_at_utc
KTML,57805128230.4,42.73,41.04,43.5,41.0,42.93,0.2,0.47,97894.0,Kohinoor Textile Mills Limited,TEXTILE COMPOSITE,2026-07-24T11:00:19+00:00
AGP,53620000000.0,190.72,189.94,192.5,188.0,191.5,0.78,0.41,129734.0,AGP Limited,PHARMACEUTICALS,2026-07-24T11:00:19+00:00
GHGL,36889477522.2,37.51,37.01,38.0,37.0,37.75,0.24,0.64,57616.0,Ghani Glass Limited,GLASS & CERAMICS,2026-07-24T11:00:19+00:00
ATRL,98086950000.0,929.43,930.0,939.68,915.56,922.0,-7.43,-0.8,272180.0,Attock Refinery Limited,REFINERY,2026-07-24T11:00:19+00:00
BAHL,187830895811.0,169.16,171.8,171.8,165.9,169.0,-0.16,-0.09,59049.0,Bank AL Habib Limited,COMMERCIAL BANKS,2026-07-24T11:00:19+00:00
ISL,34817400000.0,80.4,80.4,81.5,78.81,80.85,0.45,0.56,159688.0,International Steels Limited,ENGINEERING,2026-07-24T11:00:19+00:00
MCB,478633885823.33997,401.63,400.99,405.0,397.02,404.35,2.72,0.68,283754.0,MCB Bank Limited,COMMERCIAL BANKS,2026-07-24T11:00:19+00:00
AICL,25550000000.0,73.02,72.0,73.85,70.65,73.0,-0.02,-0.03,229190.0,Adamjee Insurance Company Limited,INSURANCE,2026-07-24T11:00:19+00:00
HMB,117095167890.0,113.45,114.85,114.85,111.5,112.5,-0.95,-0.84,70957.0,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,2026-07-24T11:00:19+00:00
CHCC,57705626286.0,301.54,301.98,305.0,291.5,301.99,0.45,0.15,435477.0,Cherat Cement Company Limited,CEMENT,2026-07-24T11:00:19+00:00
DCRXD,84011386000.0,37.74,38.19,38.19,37.36,37.75,0.01,0.03,356878.0,DCRXD,Unknown,2026-07-24T11:00:19+00:00
GHNI,48787126380.0,1149.38,1146.0,1160.0,1120.02,1146.02,-3.36,-0.29,213547.0,Ghandhara Industries Limited,AUTOMOBILE ASSEMBLER,2026-07-24T11:00:19+00:00
PIOC,64283108419.0,282.84,281.0,288.0,278.25,283.0,0.16,0.06,297761.0,Pioneer Cement Limited,CEMENT,2026-07-24T11:00:19+00:00
GLAXO,108883962348.2,344.65,340.0,351.0,337.5,342.51,-2.14,-0.62,108933.0,GlaxoSmithKline Pakistan Limited,PHARMACEUTICALS,2026-07-24T11:00:19+00:00
MTL,113520583524.06,284.36,282.02,284.98,279.0,284.55,0.19,0.07,99900.0,Millat Tractors Limited,AUTOMOBILE ASSEMBLER,2026-07-24T11:00:19+00:00
HGFAXD,4507650000.0,15.5,16.27,16.27,14.6,15.87,0.37,2.39,796.0,HGFAXD,Unknown,2026-07-24T11:00:19+00:00
TGL,31463553607.0,184.88,183.0,187.64,178.0,181.75,-3.13,-1.69,148982.0,Tariq Glass Industries Limited,GLASS & CERAMICS,2026-07-24T11:00:19+00:00
NATF,87530114070.0,381.39,380.0,380.0,370.5,374.5,-6.89,-1.81,108829.0,National Foods Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
INIL,21167038530.0,161.38,164.0,164.0,158.01,160.0,-1.38,-0.85,64234.0,International Industries Limited,ENGINEERING,2026-07-24T11:00:19+00:00
POL,190154534169.6,672.12,672.1,675.0,668.2,670.0,-2.12,-0.31,89465.0,Pakistan Oilfields Limited,OIL & GAS EXPLORATION COMPANIES,2026-07-24T11:00:19+00:00
SAZEW,113940636485.0,1910.72,1898.0,1919.0,1852.01,1890.0,-20.72,-1.08,91431.0,Sazgar Engineering Works Limited,AUTOMOBILE ASSEMBLER,2026-07-24T11:00:19+00:00
LCI,103049610037.5,224.12,224.12,225.7,221.25,223.0,-1.12,-0.5,99985.0,Lucky Core Industries Limited,CHEMICAL,2026-07-24T11:00:19+00:00
PABC,37446925939.8,104.09,104.5,105.6,95.22,103.7,-0.39,-0.37,10508.0,Pakistan Aluminium Beverage Cans Limited,MISCELLANEOUS,2026-07-24T11:00:19+00:00
ABL,201521543341.7,175.63,175.64,177.93,172.02,175.95,0.32,0.18,21385.0,Allied Bank Limited,COMMERCIAL BANKS,2026-07-24T11:00:19+00:00
HALEON,86972669989.08,749.36,745.0,773.99,737.0,744.0,-5.36,-0.71,28663.0,Haleon Pakistan Limited,PHARMACEUTICALS,2026-07-24T11:00:19+00:00
APL,66189312000.0,535.4,535.4,535.4,532.0,534.89,-0.51,-0.09,10399.0,Attock Petroleum Limited,OIL & GAS MARKETING COMPANIES,2026-07-24T11:00:19+00:00
HINOON,51128420286.32,965.57,974.0,974.99,954.5,965.0,-0.57,-0.06,9289.0,Highnoon Laboratories Limited,PHARMACEUTICALS,2026-07-24T11:00:19+00:00
ABOT,89872477236.0,916.87,917.0,964.0,905.1,920.0,3.13,0.34,5605.0,Abbott Laboratories (Pakistan) Limited,PHARMACEUTICALS,2026-07-24T11:00:19+00:00
SHFA,32713443202.5,523.91,503.0,528.0,503.0,517.5,-6.41,-1.22,7337.0,Shifa International Hospitals Limited,MISCELLANEOUS,2026-07-24T11:00:19+00:00
PGLC,739593094.5,14.91,14.93,15.93,14.93,14.95,0.04,0.27,3030.0,Pak-Gulf Leasing Company Limited,LEASING COMPANIES,2026-07-24T11:00:19+00:00
SRVI,96418350000.0,2062.76,2051.05,2070.0,2040.0,2052.99,-9.77,-0.47,1426.0,Service Industries Limited,LEATHER & TANNERIES,2026-07-24T11:00:19+00:00
MEHT,5670300000.0,192.04,195.98,195.98,188.0,189.01,-3.03,-1.58,1592.0,Mehmood Textile Mills Limited,TEXTILE COMPOSITE,2026-07-24T11:00:19+00:00
SCBPL,244103435574.05,63.85,64.9,64.9,57.47,63.6,-0.25,-0.39,17816.0,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,2026-07-24T11:00:19+00:00
SSOM,2562632776.0,455.16,452.13,463.0,445.0,452.89,-2.27,-0.5,10116.0,S.S.Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,2026-07-24T11:00:19+00:00
GADT,7539957827.0,269.58,270.0,271.9,265.1,269.0,-0.58,-0.21,2010.0,Gadoon Textile Mills Limited,TEXTILE SPINNING,2026-07-24T11:00:19+00:00
FHAM,3547684305.0,32.47,32.47,33.73,30.11,32.01,-0.46,-1.42,16413.0,First Habib Modaraba,MODARABAS,2026-07-24T11:00:19+00:00
BWCL,295771193007.15,497.02,497.01,499.94,490.07,498.9,1.88,0.38,11181.0,Bestway Cement Limited,CEMENT,2026-07-24T11:00:19+00:00
THALL,47078381777.0,582.28,593.9,593.9,531.15,581.0,-1.28,-0.22,3394.0,Thal Limited,AUTOMOBILE PARTS & ACCESSORIES,2026-07-24T11:00:19+00:00
INDU,148554000000.0,1902.02,1900.01,1910.0,1880.0,1900.0,-2.02,-0.11,5890.0,Indus Motor Company Limited,AUTOMOBILE ASSEMBLER,2026-07-24T11:00:19+00:00
PKGS,71368640148.96,780.03,786.99,800.0,781.0,798.49,18.46,2.37,5771.0,Packages Limited,"PAPER, BOARD & PACKAGING",2026-07-24T11:00:19+00:00
PAKT,364078653600.0,1445.93,1456.0,1457.8,1380.0,1430.0,-15.93,-1.1,22043.0,Pakistan Tobacco Company Limited,TOBACCO,2026-07-24T11:00:19+00:00
BNWM,629313750.0,66.03,66.0,67.39,65.0,65.5,-0.53,-0.8,7290.0,Bannu Woollen Mills Limited,WOOLLEN,2026-07-24T11:00:19+00:00
MUREB,25145963942.69,902.38,902.0,909.99,895.0,908.99,6.61,0.73,763.0,Murree Brewery Company Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
ATLH,202744795237.80002,1638.92,1640.11,1654.0,1620.0,1633.88,-5.04,-0.31,1925.0,Atlas Honda Limited,AUTOMOBILE ASSEMBLER,2026-07-24T11:00:19+00:00
COLG,298368370952.0,1229.02,1207.0,1237.1,1207.0,1229.0,-0.02,0.0,1596.0,Colgate-Palmolive (Pakistan) Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
IBFL,92903692904.0,299.22,290.09,299.2,280.0,299.2,-0.02,-0.01,99.0,Ibrahim Fibres Limited,SYNTHETIC & RAYON,2026-07-24T11:00:19+00:00
JDWS,53854203484.71,947.81,916.01,968.98,916.01,932.11,-15.7,-1.66,47.0,JDW Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,2026-07-24T11:00:19+00:00
PSEL,28881534000.0,887.68,887.75,910.95,887.01,888.0,0.32,0.04,28.0,Pakistan Services Limited,MISCELLANEOUS,2026-07-24T11:00:19+00:00
NESTLE,350098788480.0,7719.66,7738.94,7800.0,7630.0,7700.0,-19.66,-0.25,136.0,Nestle Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
RMPL,85851321996.0,9192.73,9390.0,9390.0,9121.0,9294.89,102.16,1.11,47.0,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
UPFL,160885372524.0,25248.0,24816.0,25269.0,24816.0,25257.0,9.0,0.04,21.0,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE PRODUCTS,2026-07-24T11:00:19+00:00
